syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl0,syl1,syl2,syl3,syl4,syl5,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,nomen,sylcnt,stress_class
1,3,5,3,2,2,8,ber,gangs,sta,ti,on,on,ueber,N,NN,SAS,acc,L,LC,LCK,LCKC,LCKCC,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVCC,CCVC,CVV,VVC,0,2,3,3,0,0,0,1,2,1,0,1,0,1,1,2,1,0,2,1,1,1,2,2,2,1,111,1201,201,101,1001,5,2,2,2,3,3,1,L,CKC,CKCC,CCK,AL,LC,,C,C,CC,A,,,C,CC,,,C,L,K,K,K,L,L,1,0,2,1,1,1,T,6,prima
1,3,3,3,3,3,2,ber,kom,pen,sie,ren,en,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVC,CVC,CVV,CVC,0,2,2,2,0,2,0,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,2,1,2,1,111,1101,1101,101,1011,5,2,2,2,3,3,1,L,CKC,CKC,CKC,CL,CKC,,C,C,C,C,C,,C,C,C,,C,L,K,K,K,L,K,1,0,1,1,1,0,F,6,prima
1,3,4,3,3,2,8,ber,land,zen,tra,le,e,ueber,N,ø,SS,acc,L,LC,LCK,LCKC,LCKCC,K,CK,LCK,CLCK,CCLCK,ø,VV,CVC,CVCC,CVC,CCVV,CV,0,2,3,2,1,1,0,1,2,1,0,0,0,1,1,1,2,1,2,1,1,1,2,1,2,1,111,1111,1101,111,11,5,2,2,2,3,3,1,L,CKC,CKCC,AKC,CCL,CK,,C,C,A,CC,C,,C,CC,C,,,L,K,K,K,L,K,1,0,2,1,1,0,T,6,prima
1,3,2,4,4,2,8,ber,le,bens,chan,ce,e,ø,N,ø,SAS,ø,L,LC,LCK,LCKC,LCKCC,K,CK,NCK,CNCK,CCNCK,ø,VV,CVC,CVV,CVCC,CVV,CV,0,2,0,3,0,1,0,1,0,2,0,0,0,1,1,1,1,1,2,1,2,1,2,1,2,1,111,11,1201,101,101,5,2,3,2,3,2,1,L,CKC,CL,CKCC,CN,CK,,C,C,C,C,C,,C,,CC,,,L,K,L,K,N,K,1,0,1,0,1,0,T,6,undef
1,3,2,4,3,2,8,ber,le,bens,gr3,$e,e,ø,N,F,S,ø,L,LC,LCK,LCKC,LCKCC,K,CK,LCK,CLCK,CCLCK,ø,VV,CVC,CVV,CVCC,CCVV,CV,0,2,0,3,1,1,0,1,0,2,0,0,0,1,1,1,2,1,2,1,2,1,2,1,1,1,111,11,1201,111,101,5,2,3,2,2,2,1,L,CKC,CL,CKCC,CCL,CK,,C,C,C,CC,C,,C,,CC,,,L,K,L,K,L,K,1,0,1,0,1,0,T,6,undef
1,3,2,2,1,3,2,ber,na,ti,o,nal,al,ueber,A,ø,SS,acc,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,LCLC,LLCLC,ø,VV,CVC,CVC,CVV,VV,CVVC,0,2,2,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,2,1,1,2,2,2,2,1,111,1001,101,1,1011,5,2,3,3,4,3,1,L,CKC,CK,AL,L,CLC,,C,C,A,,C,,C,,,,C,L,K,K,L,L,L,1,0,1,1,1,1,F,6,prima
1,3,3,3,2,2,8,ber,pro,duk,ti,on,on,ueber,N,ø,SS,acc,L,LC,LCK,LCKC,LCKCC,C,LC,LLC,ALLC,CALLC,ø,VV,CVC,CCVV,CVC,CVV,VVC,0,2,1,2,0,0,0,1,0,1,0,1,0,1,2,1,1,0,2,1,2,1,2,2,2,1,111,111,201,101,1001,5,2,2,2,3,3,1,L,CKC,CCL,CKC,AL,LC,,C,CC,C,A,,,C,,C,,C,L,K,L,K,L,L,1,0,1,1,1,1,T,6,prima
1,3,2,2,1,3,2,ber,re,gi,o,nal,al,ueber,A,ø,SS,acc,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,LCLC,LLCLC,ø,VV,CVC,CVV,CVV,VV,CVVC,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,2,1,2,2,2,2,2,1,111,11,101,1,1011,5,2,3,3,4,3,1,L,CKC,CL,CL,L,CLC,,C,C,C,,C,,C,,,,C,L,K,L,L,L,L,1,0,1,1,1,1,F,6,prima
1,3,2,3,3,5,2,ber,re,pr1,sen,tiert,iert,ueber,A,ø,SS,acc,L,LC,LCK,LCKC,LCKCC,C,CC,LCC,CLCC,CCLCC,ø,VV,CVC,CVVC,CVC,CVC,CVVCC,0,2,1,2,2,1,0,1,1,1,1,2,0,1,1,1,1,1,2,1,2,1,1,2,2,1,111,111,11,1101,211,5,2,2,3,2,2,1,L,CKC,CLC,CK,CKC,CLCC,,C,C,C,C,C,,C,C,,C,CC,L,K,L,K,K,L,1,0,1,1,1,2,F,6,prima
1,3,3,5,2,4,8,ber,set,zungs,ar,beit,eit,ueber,N,NN,SAS,acc,L,LC,LCK,LCKC,LCKCC,C,DC,CDC,CCDC,KCCDC,ø,VV,CVC,CVC,CVCC,VC,CVVC,0,2,2,3,1,1,0,1,1,2,1,1,0,1,1,1,0,1,2,1,1,1,1,2,2,1,111,101,1201,11,201,5,2,2,2,3,2,1,L,CKC,CK,AKCC,KC,CDC,,C,C,A,,C,,C,,CC,C,C,L,K,K,K,K,D,1,0,1,2,1,1,T,6,undef
1,3,3,5,2,2,8,ber,set,zungs,b2,ro,o,ueber,N,NN,SAS,acc,L,LC,LCK,LCKC,LCKCC,L,CL,LCL,CLCL,CCLCL,ø,VV,CVC,CVC,CVCC,CVV,CVV,0,2,2,3,0,0,0,1,1,2,0,0,0,1,1,1,1,1,2,1,1,1,2,2,2,1,111,101,1201,101,11,5,2,2,2,3,3,1,L,CKC,CK,AKCC,CL,CL,,C,C,A,C,C,,C,,CC,,,L,K,K,K,L,L,1,0,1,2,1,1,T,6,undef
1,3,3,5,3,3,8,ber,set,zungs,feh,ler,er,ueber,N,NN,SAS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVC,CVCC,CVV,CVC,0,2,2,3,0,2,0,1,1,2,0,1,0,1,1,1,1,1,2,1,1,1,2,1,2,1,111,101,1201,101,21,5,2,2,2,2,3,1,L,CKC,CK,AKCC,CL,CKC,,C,C,A,C,C,,C,,CC,,C,L,K,K,K,L,K,1,0,1,2,1,0,T,6,undef
1,3,4,2,3,3,2,ber,stra,pa,zie,ren,en,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,ALCKC,ø,VV,CVC,CCCVC,CVC,CVV,CVC,0,2,4,2,0,2,0,1,1,1,0,1,0,1,3,1,1,1,2,1,1,1,2,1,2,1,111,211,101,101,1011,5,2,2,2,3,3,1,L,CKC,CCCK,CK,AL,CKC,,C,CCC,C,A,C,,C,,,,C,L,K,K,K,L,K,1,0,1,1,1,0,F,6,prima
1,3,3,5,3,4,8,ber,tra,gungs,ver,merk,erk,ueber,N,NN,SAS,acc,L,LC,LCK,LCKC,LCKCC,C,CC,KCC,CKCC,CCKCC,ø,VV,CVC,CCVV,CVCC,CVC,CVCC,0,2,1,3,2,3,0,1,0,2,1,2,0,1,2,1,1,1,2,1,2,1,1,1,2,1,111,111,1201,111,1111,5,2,3,2,2,2,1,L,CKC,CCL,CKCC,CKC,CKCC,,C,CC,C,C,C,,C,,CC,C,CC,L,K,L,K,K,K,1,0,1,2,1,2,T,6,undef
1,3,1,3,3,3,2,ber,2,ber,mor,gen,en,ueber,ADV,ø,SS,acc,L,LC,LCK,LCKC,LCKCL,C,KC,CKC,CCKC,KCCKC,ø,VV,CVC,VV,CVC,CVC,CVC,0,2,0,2,2,2,0,1,0,1,1,1,0,1,0,1,1,1,2,1,2,1,1,1,2,1,111,1,111,1011,1101,5,2,5,2,3,2,1,L,CKC,L,CKC,CKC,CKC,,C,,C,C,C,,C,,C,C,C,L,K,L,K,K,K,1,0,1,0,1,0,F,6,prima
1,3,3,3,6,4,2,ber,wis,sen,schaft,lich,ich,ueber,A,ø,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,CCCKC,noacc,VV,CVC,CVC,CVC,CVCC,CVC,0,2,2,2,3,2,0,1,1,1,2,1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,111,101,1101,301,111,5,2,3,2,1,3,1,L,CKC,CK,CKC,CKCC,CKC,,C,C,C,C,C,,C,,C,CC,C,L,K,K,K,K,K,1,0,1,0,2,1,F,6,prima
1,3,3,5,2,3,8,ber,zeu,gungs,t1,ter,er,ueber,N,NN,SAS,acc,L,LC,LCK,LCKC,LCKCA,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVCC,CVV,CVC,0,2,0,3,0,2,0,1,0,2,0,1,0,1,1,1,1,1,2,1,2,1,2,1,2,1,111,101,1201,101,111,5,2,3,2,2,2,1,L,CKC,AD,CKCC,CL,CKC,,C,A,C,C,C,,C,,CC,,C,L,K,D,K,L,K,1,0,1,2,1,0,T,6,undef
1,3,3,5,3,3,8,ber,zie,hungs,kre,dit,it,ueber,N,NN,SAS,acc,L,LC,LCK,LCKC,LCKCA,C,LC,CLC,LCLC,CLCLC,ø,VV,CVC,CVV,VCC,CCVV,CVVC,0,2,0,2,1,1,0,1,0,2,0,1,0,1,1,0,2,1,2,1,2,1,2,2,2,1,111,101,1101,111,201,5,2,3,2,2,2,1,L,CKC,AL,KCC,CCL,CLC,,C,A,,CC,C,,C,,CC,,C,L,K,L,K,L,L,1,0,1,2,1,1,T,6,undef
1,3,2,2,3,4,U,fer,be,fe,sti,gung,ung,ø,N,NN,SS,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,KCKC,CKCKC,ø,VV,CVC,CV,CVC,CVC,CVC,0,2,1,2,2,2,0,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,111,101,201,101,1101,5,2,2,2,3,2,1,L,CKC,CK,CKC,CK,CKC,,C,C,C,C,C,,C,,C,,C,L,K,K,K,K,K,1,0,0,1,1,1,T,6,prima
2,3,6,2,4,4,Ul,tra,schall,be,hand,lung,ung,ø,N,NN,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,CCKC,CCCKC,ø,VC,CCVV,CVC,CV,CVC,CCVC,1,1,2,1,2,3,1,0,1,0,1,1,0,2,1,1,1,2,1,2,1,1,1,1,2,11,111,111,101,1101,1111,4,3,2,2,2,2,1,KC,CCL,CKC,CK,CKC,CCKC,,CC,C,C,C,CC,C,,C,,C,C,K,L,K,K,K,K,1,1,1,0,1,1,T,6,prima
2,4,2,1,3,3,um,funk,ti,o,nie,ren,en,um,V,V,AS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVCC,CVV,VV,CVV,CVC,1,3,0,0,0,2,1,2,0,0,0,1,0,1,1,0,1,1,1,1,2,2,2,1,1,1001,1201,101,1,1001,1011,3,2,3,4,3,3,-1,KC,CKCC,AL,L,CL,CKC,,C,A,,C,C,C,CC,,,,C,K,K,L,L,L,K,1,2,1,1,1,0,F,6,prima
2,4,2,1,3,4,Um,funk,ti,o,nie,rung,ung,um,N,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVCC,CVV,VV,CVV,CVC,1,3,0,0,0,2,1,2,0,0,0,1,0,1,1,0,1,1,1,1,2,2,2,1,1,1001,1201,101,1,1001,1011,3,2,3,4,3,3,-1,KC,CKCC,AL,L,CL,CKC,,C,A,,C,C,C,CC,,,,C,K,K,L,L,L,K,1,2,1,1,1,1,T,6,prima
2,2,3,3,3,3,um,in,ter,pre,tie,ren,en,um,V,V,AS,acc,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,VC,CVC,CCVV,CVV,CVC,1,1,2,1,0,2,1,1,1,0,0,1,0,0,1,2,1,1,1,1,1,2,2,1,1,1001,1001,111,111,101,1011,3,3,2,2,3,3,-1,KC,KC,CKC,CCL,CL,CKC,,,C,CC,C,C,C,C,C,,,C,K,K,K,L,L,K,1,1,0,1,1,0,F,6,prima
2,4,2,6,3,4,Um,lauf,ge,schwin,dig,keit,eit,um,N,NN,SS,acc,K,KC,KCC,KCCD,KCCDC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVVC,CV,CCVC,CVC,CVVC,1,1,1,3,2,1,1,1,0,1,1,1,0,1,1,2,1,1,1,2,1,1,1,2,2,1001,111,101,1201,201,201,3,3,2,2,2,2,-1,KC,CDC,CK,CCKC,CKC,CDC,,C,C,CC,C,C,C,C,,C,C,C,K,D,K,K,K,D,1,1,0,1,1,1,T,6,prima
2,2,2,2,3,3,um,or,ga,ni,sie,ren,en,um,V,V,AS,acc,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,VC,CVC,CVV,CVV,CVC,1,1,2,0,0,2,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,1,1001,11,101,1001,101,1011,3,3,2,3,3,3,1,KC,KC,CK,CL,CL,CKC,,,C,C,C,C,C,C,,,,C,K,K,K,L,L,K,1,1,1,1,1,0,F,6,prima
2,4,3,2,2,2,Um,satz,pro,vi,si,on,on,um,N,NN,SS,acc,K,KC,KCC,KCCK,KCCKA,C,LC,LLC,CLLC,LCLLC,ø,VC,CVC,CCVV,CVV,CVV,VVC,1,2,1,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,1,1,2,2,2,2,2,1001,201,111,101,101,1001,3,2,2,3,3,3,-1,KC,CKA,CCL,CL,CL,LC,,C,CC,C,C,,C,A,,,,C,K,K,L,L,L,L,1,1,1,1,1,1,T,6,prima
2,3,2,3,4,4,Un,aus,ge,gli,chen,heit,eit,ø,N,A,SA,ø,K,KC,KCD,KCDC,KCDCC,C,DC,CDC,CCDC,KCCDC,ø,VC,VVC,CV,CCVC,CVC,CVVC,1,0,1,3,2,1,1,1,0,1,1,1,0,0,1,2,1,1,1,2,1,1,1,2,1,1001,101,101,111,1101,201,3,3,2,3,2,2,-1,KC,DC,CK,CCK,CKC,CDC,,,C,CC,C,C,C,C,,,C,C,K,D,K,K,K,D,1,1,0,1,0,1,T,6,prima
2,2,4,3,3,2,un,be,kann,ter,wei,se,e,ø,ADV,A,SAA,ø,K,KC,KCC,KCCK,KCCKC,K,CK,DCK,CDCK,CCDCK,ø,VC,CV,CVC,CVC,CVV,CV,1,1,2,2,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1001,101,1101,111,101,101,3,2,2,2,3,2,-1,KC,CK,CKC,CKC,CD,CK,,C,C,C,C,C,C,,C,C,,,K,K,K,K,D,K,1,0,1,0,1,0,F,6,multa
2,2,2,4,3,4,Un,be,re,chen,bar,keit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,LCCDC,ø,VC,CV,CVC,CVC,CVVC,CVVC,1,1,2,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1001,101,11,1101,111,201,3,2,3,2,3,2,-1,KC,CK,CK,CKC,CLC,CDC,,C,C,C,C,C,C,,,C,C,C,K,K,K,K,L,D,1,0,1,0,1,1,T,6,prima
2,3,2,3,5,4,Un,dis,zi,pli,niert,heit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,CCCDC,ø,VC,CVC,CVC,CVV,CVVCC,CVVC,1,2,2,0,1,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1,2,2,2,1,1001,201,201,11,1111,201,3,2,2,4,2,2,-1,KC,CKC,AKC,CL,CLCC,CDC,,C,A,C,C,C,C,C,C,,CC,C,K,K,K,L,L,D,1,1,1,1,2,1,T,6,prima
2,2,3,3,3,4,Un,eh,ren,haf,tig,keit,eit,ø,N,A,SAA,ø,K,KC,KCL,KCLC,KCLCK,C,DC,CDC,CCDC,KCCDC,ø,VC,VV,CVC,CVC,CVC,CVVC,1,0,2,2,2,1,1,0,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,2,1,1001,1,1011,201,201,201,3,4,3,2,2,2,-1,KC,L,CKC,CKC,CKC,CDC,,,C,C,C,C,C,,C,C,C,C,K,L,K,K,K,D,1,1,0,1,1,1,T,6,prima
2,3,2,3,3,4,Un,ehr,er,bie,tig,keit,eit,ø,N,A,SA,ø,K,KC,KCL,KCLC,KCLCK,C,DC,CDC,CCDC,KCCDC,ø,VC,VVC,VC,CVV,CVC,CVVC,1,0,1,0,2,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,1,2,1,2,1,1001,11,11,101,201,201,3,3,3,3,2,2,-1,KC,LC,KC,CL,CKC,CDC,,,,C,C,C,C,C,C,,C,C,K,L,K,L,K,D,1,1,1,1,1,1,T,6,prima
2,2,3,3,3,4,Un,ei,gen,n2t,zig,keit,eit,ø,N,A,SA,ø,K,KC,KCD,KCDC,KCDCK,C,DC,CDC,CCDC,KCCDC,ø,VC,VV,CVC,CVC,CVC,CVVC,1,0,2,2,2,1,1,0,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,2,1,1001,1,1101,1001,201,201,3,6,2,3,2,2,-1,KC,D,CKC,CK,AKC,CDC,,,C,C,A,C,C,,C,,C,C,K,D,K,K,K,D,1,1,0,1,1,1,T,6,prima
2,2,5,3,4,4,Un,er,sch2t,ter,lich,keit,eit,ø,N,A,SA,ø,K,KC,KCK,KCKC,KCKCC,C,DC,CDC,CCDC,KCCDC,ø,VC,VC,CVC,CVC,CVC,CVVC,1,1,2,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1001,11,101,111,111,201,3,3,3,2,3,2,-1,KC,KC,CK,CKC,CKC,CDC,,,C,C,C,C,C,C,,C,C,C,K,K,K,K,K,D,1,1,1,0,1,1,T,6,undef
2,2,3,2,4,4,Un,ge,he2,er,lich,keit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CV,CVV,VC,CVC,CVVC,1,1,0,1,2,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,2,1,1,2,1,1001,101,101,11,111,201,3,2,3,3,3,2,-1,KC,CK,CD,KC,CKC,CDC,,C,C,,C,C,C,,,C,C,C,K,K,D,K,K,D,1,0,1,0,1,1,T,6,prima
2,2,4,3,3,2,un,ge,rech,ter,wei,se,e,ø,ADV,ø,SAS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,DCK,CDCK,CCDCK,ø,VC,CV,CVC,CVC,CVV,CV,1,1,2,2,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1001,101,111,111,101,101,3,2,2,2,3,2,-1,KC,CK,CKC,CKC,CD,CK,,C,C,C,C,C,C,,C,C,,,K,K,K,K,D,K,1,0,1,0,1,0,F,6,multa
2,5,2,4,3,2,un,gl2ck,li,cher,wei,se,e,ø,ADV,A,SAA,ø,K,KC,KCC,KCCC,KCCCK,K,CK,DCK,CDCK,CCDCK,ø,VC,CCVC,CVC,CVC,CVV,CV,1,3,2,2,0,1,1,1,1,1,0,0,0,2,1,1,1,1,1,1,1,1,2,1,1,1001,211,11,111,101,101,3,2,4,2,3,2,-1,KC,CCKC,CK,CKC,CD,CK,,CC,C,C,C,C,C,C,,C,,,K,K,K,K,D,K,1,1,1,0,1,0,F,6,multa
1,2,2,2,2,2,U,ni,fi,ka,ti,on,on,ø,N,R,SA,ø,K,KC,KCL,KCLC,KCLCL,C,LC,LLC,ALLC,KALLC,ø,VC,CVV,CVV,CVC,CVV,VVC,1,0,0,2,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,2,2,1,2,2,1,1,1001,101,101,101,1001,5,3,3,2,3,3,1,K,CL,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,K,L,L,K,L,L,1,1,1,1,1,1,T,6,ultima
1,2,3,3,2,2,U,ni,ver,sal,er,be,e,ø,N,AN,SS,ø,K,KC,KCL,KCLC,KCLCK,K,CK,CCK,KCCK,CKCCK,ø,VC,VV,CVC,CVVC,VC,CV,1,0,2,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,2,1,2,1,1,2,1001,1,111,111,11,101,3,5,2,3,3,2,-1,KC,L,CKC,CLC,KC,CK,,,C,C,,C,C,,C,C,C,,K,L,K,L,K,K,1,1,1,1,1,0,T,6,antepaenultima
1,2,3,3,2,3,U,ni,ver,sal,ge,nie,ie,ø,N,AN,SS,ø,K,KC,KCL,KCLC,KCLCK,L,CL,LCL,CLCL,CCLCL,ø,VC,CVV,CVC,CVVC,CVV,CVV,1,0,2,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,2,1,2,2,2,2,1,1001,111,111,101,1001,5,3,2,3,2,3,1,K,CL,CKC,CLC,CL,CL,,C,C,C,C,C,,,C,C,,,K,L,K,L,L,L,1,1,1,1,1,1,T,6,antepaenultima
1,2,3,2,3,3,U,ni,ver,sa,lis,mus,us,ø,N,A,SA,ø,K,KC,KCL,KCLC,KCLCK,C,KC,CKC,CCKC,KCCKC,noacc,VC,CVV,CVC,CVV,CVC,CVC,1,0,2,0,2,2,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,1,1001,111,101,111,1101,5,3,2,3,3,2,1,K,CL,CKC,CL,CKC,CKC,,C,C,C,C,C,,,C,,C,C,K,L,K,L,K,K,1,1,1,1,1,1,T,6,antepaenultima
1,2,3,2,2,3,U,ni,ver,sa,li,t1t,1t,ø,N,A,SA,ø,K,KC,KCL,KCLC,KCLCK,C,LC,CLC,LCLC,CLCLC,ø,VC,CVV,CVC,CVV,CVV,CVVC,1,0,2,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,2,1,2,2,2,1,1,1001,111,101,11,201,5,3,2,3,4,2,-1,K,CL,CKC,CL,CL,CLC,,C,C,C,C,C,,,C,,,C,K,L,K,L,L,L,1,1,1,1,1,1,T,6,antepaenultima
1,2,3,3,3,3,U,ni,ver,sal,mit,tel,el,ø,N,AN,SS,ø,K,KC,KCL,KCLC,KCLCK,C,KC,CKC,KCKC,CKCKC,ø,VC,CVV,CVC,CVVC,CVC,CVC,1,0,2,1,2,2,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1001,111,111,1001,111,5,3,2,3,3,2,1,K,CL,CKC,CLC,CK,CKC,,C,C,C,C,C,,,C,C,,C,K,L,K,L,K,K,1,1,1,1,1,0,T,6,antepaenultima
1,2,3,2,1,2,U,ni,ver,si,a,de,e,ø,N,N,S,ø,K,KC,KCL,KCLC,KCLCK,K,CK,LCK,LLCK,CLLCK,ø,VC,CVV,CVC,CVV,VV,CV,1,0,2,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,2,1,2,2,1,1,1,1001,111,101,1,101,5,3,2,3,6,2,-1,K,CL,CKC,CL,L,CK,,C,C,C,,C,,,C,,,,K,L,K,L,L,K,1,1,1,1,1,0,T,6,paenultima
2,2,2,3,6,4,un,ka,me,rad,schaft,lich,ich,ø,A,A,AS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,CCCKC,noacc,VC,CVC,CV,CVVC,CVCC,CVC,1,2,1,1,3,2,1,1,0,1,2,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1001,101,1001,111,301,111,3,2,3,3,1,3,-1,KC,CK,CK,CLC,CKCC,CKC,,C,C,C,C,C,C,,,C,CC,C,K,K,K,L,K,K,1,1,0,1,2,1,F,6,prima
2,3,3,2,1,4,un,kon,ven,ti,o,nell,ell,ø,A,A,AS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,LLCKC,ø,VC,CVC,CVC,CVV,VV,CVC,1,2,2,0,0,2,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,2,2,1,1,1001,1101,1101,101,1,1011,3,2,2,3,4,3,-1,KC,CKC,CKC,AL,L,CKC,,C,C,A,,C,C,C,C,,,C,K,K,K,L,L,K,1,1,1,1,1,1,F,6,prima
2,2,2,3,3,2,un,n3,ti,ger,wei,se,e,ø,ADV,A,SAA,ø,K,KC,KCC,KCCL,KCCLC,K,CK,DCK,CDCK,CCDCK,ø,VC,CVV,CVV,CVC,CVV,CV,1,0,0,2,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,2,2,1,2,1,1,1001,1001,101,111,101,101,3,3,3,2,3,2,-1,KC,CL,CL,CKC,CD,CK,,C,C,C,C,C,C,,,C,,,K,L,L,K,D,K,1,1,1,0,1,0,F,6,multa
2,3,3,2,1,5,un,pro,por,ti,o,niert,iert,ø,A,A,AS,ø,K,KC,KCC,KCCC,KCCCL,C,CC,LCC,CLCC,LCLCC,ø,VC,CCVV,CVC,CVV,VV,CVVCC,1,1,2,0,0,1,1,0,1,0,0,2,0,2,1,1,0,1,1,2,1,2,2,2,1,1001,111,111,101,1,1111,3,2,2,3,4,2,1,KC,CCL,CKC,AL,L,CLCC,,CC,C,A,,C,C,,C,,,CC,K,L,K,L,L,L,1,1,1,1,1,2,F,6,prima
2,2,3,2,3,4,Un,re,gel,m1,$ig,keit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCL,KCCLC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVV,CVC,CVV,CVC,CVVC,1,0,2,0,2,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,2,1,1001,11,111,1001,201,201,3,3,2,3,2,2,-1,KC,CL,CKC,CL,CKC,CDC,,C,C,C,C,C,C,,C,,C,C,K,L,K,L,K,D,1,1,0,1,1,1,T,6,prima
2,4,2,3,3,2,un,rich,ti,ger,wei,se,e,ø,ADV,ø,SAS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,DCK,CDCK,CCDCK,ø,VC,CVC,CVV,CVC,CVV,CV,1,2,0,2,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,1,2,1,2,1001,111,101,111,101,101,3,3,3,2,3,2,-1,KC,CKC,CL,CKC,CD,CK,,C,C,C,C,C,C,C,,C,,,K,K,L,K,D,K,1,1,1,0,1,0,F,6,multa
