syl_len0,syl_len1,syl_len2,syl_len3,syl0,syl1,syl2,syl3,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,comp_len,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,onset_class0,onset_class1,onset_class2,onset_class3,koda_class0,koda_class1,koda_class2,koda_class3,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,syl_weight0,syl_weight1,syl_weight2,syl_weight3,nomen,sylcnt,stress_class
5,3,2,2,Preis,auf,ga,be,e,ø,N,NN,SS,ø,C,CC,CCD,CCDC,CCDCD,K,CK,LCK,CLCK,CCLCK,ø,CCVVC,VVC,CVV,CV,1,0,0,1,1,1,0,0,2,0,1,1,2,2,2,1,2,211,101,101,101,2,3,3,2,-1,CCDC,DC,CL,CK,CC,?,C,C,C,C,?,?,D,D,L,K,1,1,1,0,T,4,prima
4,2,3,4,Lehr,t1,tig,keit,eit,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCL,C,DC,CDC,CCDC,KCCDC,ø,CVVC,CVV,CVC,CVVC,1,0,2,1,1,0,1,1,1,1,1,1,2,2,1,2,2,21,101,201,201,3,2,2,2,1,CLC,CL,CKC,CDC,C,C,C,C,C,?,C,C,L,L,K,D,1,1,1,1,T,4,prima
1,3,3,3,2,ber,w3l,ben,en,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,KCCKC,ø,VV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,0,1,1,1,2,1,1,1,2,1,111,111,1101,5,2,2,2,1,L,CKC,CKC,CKC,?,C,C,C,?,C,C,C,L,K,K,K,1,0,1,0,F,4,paenultima
3,3,2,5,pos,ses,so,risch,isch,ø,A,R,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVC,2,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,1,101,101,101,111,2,2,2,3,1,CK,CK,CL,CKC,C,C,C,C,?,?,?,C,K,K,L,K,1,1,1,1,F,4,paenultima
4,3,3,4,Voll,j1h,rig,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCL,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVV,CVC,CVVC,2,0,2,1,1,0,1,1,1,1,1,1,1,2,1,2,1,111,2,111,201,2,4,3,2,1,CKC,CL,CKC,CDC,C,C,C,C,C,?,C,C,K,L,K,D,1,1,1,1,T,4,prima
2,2,4,5,un,re,flek,tiert,iert,ø,A,F,AS,ø,K,KC,KCC,KCCL,KCCLC,C,CC,LCC,CLCC,CCLCC,ø,VC,CVV,CCVC,CVVCC,1,0,3,1,1,0,1,2,0,1,2,1,1,2,1,2,1,1001,11,211,211,3,3,2,2,-1,KC,CL,CCKC,CLCC,?,C,CC,C,C,?,C,CC,K,L,K,L,1,1,1,2,F,4,prima
3,4,2,4,Tro,cken,le,gung,ung,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,LCKC,CLCKC,ø,CCVC,CVC,CVV,CVC,3,2,0,2,1,1,0,1,2,1,1,1,1,1,2,1,1,111,1101,11,1101,2,2,3,2,1,CCK,CKC,CL,CKC,CC,C,C,C,?,C,?,C,K,K,L,K,1,0,1,1,T,4,prima
3,3,1,3,Lun,gen,3,dem,em,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVC,VV,CVVC,2,2,0,1,1,1,0,1,1,1,0,1,1,1,2,2,2,11,2001,1,1101,4,2,4,2,1,CK,CKC,L,CLC,C,C,?,C,?,C,?,C,K,K,L,L,1,0,1,1,T,4,prima
2,3,3,4,Be,ant,wor,tung,ung,be,N,V,SA,noacc,C,CK,CKK,CKKC,CKKCC,C,KC,CKC,CCKC,KCCKC,ø,CV,VCC,CVC,CVC,1,2,2,2,0,2,1,1,1,0,1,1,1,1,1,1,1,101,1101,111,1101,2,2,2,2,1,CK,KCC,CKC,CKC,C,?,C,C,?,CC,C,C,K,K,K,K,0,2,1,1,T,4,antepaenultima
2,2,2,3,Sa,ti,ri,ker,er,ø,N,N,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVC,2,0,0,2,1,0,0,1,1,1,1,1,1,2,2,1,1,101,101,11,111,2,3,4,2,-1,CK,CL,CL,CKC,C,C,C,C,?,?,?,C,K,L,L,K,1,1,1,0,T,4,antepaenultima
6,2,2,2,Schalt,an,la,ge,e,ø,N,VN,SS,ø,C,CL,CLK,CLKC,CLKCC,K,CK,LCK,CLCK,CCLCK,ø,CVCC,VC,CVV,CV,3,1,0,1,2,1,0,0,1,0,1,1,1,1,2,1,2,101,1001,11,101,2,3,4,2,-1,CL,KC,CL,CK,C,?,C,C,?,C,?,?,L,K,L,K,2,1,1,0,T,4,prima
2,2,4,3,ab,ge,stor,ben,en,ø,A,F,S,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CV,CCVC,CVC,1,1,3,2,1,0,1,1,0,1,2,1,1,1,1,1,1,101,101,211,1101,2,2,2,2,1,KC,CK,CCKC,CKC,?,C,CC,C,C,?,C,C,K,K,K,K,1,0,1,0,F,4,prima
3,5,2,2,Ver,schwo,re,ne,e,ø,N,F,SA,ø,C,CK,CKC,CKCC,CKCCC,K,CK,KCK,CKCK,LCKCK,ø,CVC,CCVV,CV,CV,2,1,1,1,1,0,0,0,1,2,1,1,1,2,1,1,1,111,201,11,1001,2,2,3,3,1,CKC,CCL,CK,CK,C,CC,C,C,C,?,?,?,K,L,K,K,1,1,0,0,T,4,antepaenultima
3,3,2,4,K3r,per,ge,ruch,uch,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,LC,CLC,KCLC,CKCLC,ø,CVC,CVC,CV,CVVC,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,111,111,101,111,2,2,2,3,-1,CKC,CKC,CK,CLC,C,C,C,C,C,C,?,C,K,K,K,L,1,0,0,1,T,4,prima
3,3,2,3,Rei,ser,be,sen,en,ø,N,NN,SAS,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,1,1,1,1,2,1,2,1,2,11,111,101,1101,4,2,2,2,1,CD,CKC,CL,CKC,C,C,C,C,?,C,?,C,D,K,L,K,1,0,1,0,T,4,prima
4,2,3,4,S2nd,lo,sig,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCC,C,DC,CDC,CCDC,KCCDC,ø,CVCC,CVV,CVC,CVVC,3,0,2,1,2,0,1,1,1,1,1,1,1,2,1,2,1,1201,11,201,201,2,3,2,2,-1,CKCC,CL,CKC,CDC,C,C,C,C,CC,?,C,C,K,L,K,D,2,1,1,1,T,4,prima
2,3,3,4,An,zei,gen,teil,eil,an,N,NN,SAS,acc,K,KC,KCA,KCAD,KCADC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVV,CVC,CVVC,1,0,2,1,1,0,1,1,0,1,1,1,1,2,1,2,2,1001,101,1101,111,3,3,2,3,-1,KC,AD,CKC,CDC,?,A,C,C,C,?,C,C,K,D,K,D,1,1,0,1,T,4,prima
2,3,3,2,Vo,gel,bee,re,e,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,LCK,CLCK,CCLCK,ø,CVV,CVC,CVV,CV,0,2,0,1,0,1,0,0,1,1,1,1,2,1,2,1,2,101,111,101,11,2,2,2,3,-1,CL,CKC,CL,CK,C,C,C,C,?,C,?,?,L,K,L,K,1,0,1,0,T,4,prima
2,3,2,3,Zi,vil,le,ben,en,ø,N,AN,SS,ø,A,AL,ALC,ALCL,ALCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVVC,CVV,CVC,0,1,0,2,0,1,0,1,1,1,1,1,2,2,2,1,2,101,111,11,1101,3,3,3,2,1,AL,CLC,CL,CKC,A,C,C,C,?,C,?,C,L,L,L,K,1,1,1,0,T,4,antepaenultima
1,3,2,4,2,ber,ha,sten,en,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,KCCKC,ø,VV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,0,1,1,1,2,1,1,1,2,1,111,201,1101,5,2,2,2,1,L,CKC,CKC,CKC,?,C,C,C,?,C,C,C,L,K,K,K,1,0,1,0,F,4,paenultima
2,2,2,3,be,f1,hi,gen,en,be,V,A,AS,noacc,C,CK,CKC,CKCL,CKCLK,C,KC,CKC,KCKC,LKCKC,ø,CV,CVV,VC,CVC,1,0,1,2,0,0,1,1,1,1,0,1,1,2,1,1,1,101,101,1,1101,2,2,5,2,1,CK,CL,K,CKC,C,C,?,C,?,?,?,C,K,L,K,K,0,1,1,0,F,4,antepaenultima
5,2,3,3,stran,gu,lie,ren,en,ø,V,R,SA,ø,C,CC,CCC,CCCK,CCCKC,C,KC,CKC,LCKC,CLCKC,ø,CCCVC,CVV,CVV,CVC,4,0,0,2,1,0,0,1,3,1,1,1,1,2,2,1,1,211,1001,11,1011,2,3,4,3,1,CCCK,CL,CL,CKC,CCC,C,C,C,?,?,?,C,K,L,L,K,1,1,1,0,F,4,paenultima
4,2,2,3,St3r,ma,n3,ver,er,ø,N,VN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,LCKC,CLCKC,ø,CCVVC,CVC,CVV,CVC,1,2,0,2,1,1,0,1,2,1,1,1,2,1,2,1,2,211,1001,1001,111,2,3,3,2,-1,CCLC,CK,CL,CKC,CC,C,C,C,C,?,?,C,L,K,L,K,1,1,1,0,T,4,prima
2,3,6,4,um,her,schlei,chen,en,um,V,BV,SS,acc,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,DCKC,CDCKC,ø,VC,CVVC,CCVV,CVC,1,1,1,2,1,1,0,1,0,1,2,1,1,2,2,1,2,1001,111,111,1101,3,2,3,2,1,KC,CLC,CCD,CKC,?,C,CC,C,C,C,?,C,K,L,D,K,1,1,1,0,F,4,antepaenultima
2,2,2,3,Ty,po,lo,gie,ie,ø,N,N,SA,ø,C,CL,CLC,CLCL,CLCLC,L,CL,LCL,CLCL,LCLCL,ø,CVV,CVV,CVV,CVV,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,101,101,11,101,3,2,3,3,-1,CL,CL,CL,CL,C,C,C,C,?,?,?,?,L,L,L,L,1,1,1,1,T,4,ultima
3,3,5,2,T3p,fer,schei,be,e,ø,N,NN,SS,ø,C,CK,CKA,CKAK,CKAKC,K,CK,DCK,CDCK,CCDCK,ø,CVC,CVC,CVV,CV,2,2,0,1,1,1,0,0,1,1,1,1,1,1,2,1,2,101,111,101,101,2,2,3,2,-1,CK,AKC,CD,CK,C,A,C,C,?,C,?,?,K,K,D,K,1,0,1,0,T,4,prima
2,2,2,3,Lo,bo,to,mie,ie,ø,N,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,L,CL,LCL,CLCL,LCLCL,ø,CVV,CVV,CVV,CVV,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,11,101,101,1001,3,2,2,3,1,CL,CL,CL,CL,C,C,C,C,?,?,?,?,L,L,L,L,1,1,1,1,T,4,ultima
2,2,2,3,Se,pa,ra,tor,or,ø,N,R,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,1,1,1,1,2,1,2,1,1,101,101,11,111,2,2,4,2,-1,CL,CK,CL,CKC,C,C,C,C,?,?,?,C,L,K,L,K,1,1,1,1,T,4,paenultima
2,5,5,2,Ab,stimm,sch1r,fe,e,ab,N,VN,SS,acc,K,KC,KCC,KCCC,KCCCK,K,CK,CCK,KCCK,CKCCK,ø,VC,CCVC,CVC,CV,1,3,2,1,1,1,1,0,0,2,1,1,1,1,1,1,2,101,1201,111,101,2,2,2,2,-1,KC,CCKC,CKC,CK,?,CC,C,C,C,C,C,?,K,K,K,K,1,1,1,0,T,4,prima
4,3,4,2,Stum,mel,pfei,fe,e,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCK,K,CK,DCK,ADCK,CADCK,ø,CCVC,CVC,CVV,CV,3,2,0,1,1,1,0,0,2,1,1,1,1,1,2,1,2,201,1011,101,101,2,3,3,2,-1,CCK,CKC,AD,CK,CC,C,A,C,?,C,?,?,K,K,D,K,1,0,1,0,T,4,prima
2,3,4,3,n1,her,brin,gen,en,ø,V,ø,SS,ø,C,CL,CLK,CLKC,CLKCC,C,KC,CKC,KCKC,CKCKC,ø,CVV,VC,CCVC,CVC,0,1,3,2,0,1,1,1,1,0,2,1,2,1,1,1,2,1001,11,111,2001,3,3,3,2,1,CL,KC,CCK,CKC,C,?,CC,C,?,C,?,C,L,K,K,K,1,0,1,0,F,4,prima
3,2,2,5,Auf,er,we,ckung,ung,auf,N,V,SA,acc,D,DC,DCK,DCKC,DCKCC,C,KC,CKC,KCKC,CKCKC,ø,VVC,VC,CVC,CVC,0,1,2,2,1,1,1,1,0,0,1,1,2,1,1,1,1,101,11,101,1101,3,3,2,2,1,DC,KC,CK,CKC,?,?,C,C,C,C,?,C,D,K,K,K,1,1,1,1,T,4,prima
2,2,3,5,un,be,ein,flu$t,u$t,ø,A,F,AS,ø,K,KC,KCC,KCCK,KCCKD,C,CC,KCC,CKCC,CCKCC,ø,VC,CV,VVC,CCVCC,1,1,0,4,1,0,1,2,0,1,0,2,1,1,2,1,1,1001,101,1001,311,3,2,4,2,-1,KC,CK,DC,CCKCC,?,C,?,CC,C,?,C,CC,K,K,D,K,1,0,1,2,F,4,paenultima
1,3,2,3,2,ber,le,gen,en,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVC,0,2,0,2,0,1,0,1,0,1,1,1,2,1,2,1,2,1,111,11,1101,5,2,3,2,1,L,CKC,CL,CKC,?,C,C,C,?,C,?,C,L,K,L,K,1,0,1,0,F,4,paenultima
5,2,3,4,Zweck,lo,sig,keit,eit,ø,N,A,SAA,ø,A,AC,ACK,ACKC,ACKCC,C,DC,CDC,CCDC,KCCDC,ø,CCVC,CVV,CVC,CVVC,3,0,2,1,1,0,1,1,2,1,1,1,1,2,1,2,1,301,11,201,201,1,3,2,2,-1,ACKC,CL,CKC,CDC,AC,C,C,C,C,?,C,C,K,L,K,D,1,1,1,1,T,4,prima
3,3,3,2,Gal,len,bla,se,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVC,CCVV,CV,2,2,1,1,1,1,0,0,1,1,2,1,1,1,2,1,2,101,1011,111,101,2,3,3,2,-1,CK,CKC,CCL,CK,C,C,CC,C,?,C,?,?,K,K,L,K,1,0,1,0,T,4,prima
3,3,3,3,kap,sel,f3r,mig,ig,ø,A,NN,SSA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,201,111,111,1101,2,2,2,2,1,CKC,CKC,CKC,CKC,C,C,C,C,C,C,C,C,K,K,K,K,1,0,1,1,F,4,prima
2,3,3,2,Pa,ten,tan,te,e,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,CCK,KCCK,CKCCK,ø,CVV,CVC,CVC,CV,0,2,2,1,0,1,1,0,1,1,1,1,2,1,1,1,2,101,1101,1101,101,3,2,2,2,0,CL,CKC,CKC,CK,C,C,C,C,?,C,C,?,L,K,K,K,1,0,1,0,T,4,prima
3,4,3,2,Mit,tags,hit,ze,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCL,CKCLC,K,AK,KAK,CKAK,CCKAK,ø,CVC,CVVCC,CVC,CV,2,1,2,1,1,2,1,0,1,1,1,1,1,2,1,1,2,1001,301,101,101,3,2,3,2,-1,CK,CLCC,CK,AK,C,C,C,A,?,CC,?,?,K,L,K,K,1,2,1,0,T,4,prima
4,5,2,2,Tran,skrip,ti,on,on,ø,N,R,SA,ø,C,CC,CCK,CCKC,CCKCC,C,LC,LLC,ALLC,CALLC,ø,CCVC,CCCVC,CVV,VVC,3,4,0,0,1,1,0,1,2,3,1,0,1,1,2,2,1,1111,311,101,1001,2,2,3,3,-1,CCKC,CCCKC,AL,LC,CC,CCC,A,?,C,C,?,C,K,K,L,L,1,1,1,1,T,4,ultima
3,3,2,3,her,bei,ru,fen,en,ø,V,BV,SS,ø,C,CK,CKC,CKCC,CKCCD,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVC,2,0,0,2,1,0,0,1,1,1,1,1,1,2,2,1,2,111,101,11,1101,2,3,4,2,1,CKC,CD,CL,CKC,C,C,C,C,C,?,?,C,K,D,L,K,1,1,1,0,F,4,antepaenultima
5,2,3,3,scham,pu,nie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,CVC,2,0,0,2,1,0,0,1,1,1,1,1,1,2,2,1,1,1101,101,1001,1011,2,3,3,3,1,CKC,CL,CL,CKC,C,C,C,C,C,?,?,C,K,L,L,K,1,1,1,0,F,4,paenultima
3,3,2,5,Kre,dit,an,stalt,alt,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCL,L,CL,CCL,CCCL,KCCCL,ø,CCVV,CVVC,VC,CCVCC,1,1,1,4,0,1,1,2,2,1,0,2,2,2,1,1,2,111,201,1001,201,2,2,3,2,1,CCL,CLC,KC,CCL,CC,C,?,CC,?,C,C,?,L,L,K,L,1,1,1,2,T,4,antepaenultima
2,2,2,3,Ak,ti,vi,tas,as,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVC,1,0,0,2,1,0,0,1,0,1,1,1,1,2,2,1,0,101,101,101,201,2,3,3,2,1,KC,CL,CL,CKC,?,C,C,C,C,?,?,C,K,L,L,K,1,1,1,1,T,4,antepaenultima
2,4,3,4,Un,duld,sam,keit,eit,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,LCCDC,ø,VC,CVCC,CVVC,CVVC,1,3,1,1,1,2,1,1,0,1,1,1,1,1,2,2,1,1001,211,1101,201,3,2,3,2,-1,KC,CKCC,CLC,CDC,?,C,C,C,C,CC,C,C,K,K,L,D,1,2,1,1,T,4,prima
2,2,2,5,li,te,ra,risch,isch,ø,A,R,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CV,CVV,CVC,2,1,0,2,1,0,0,1,1,1,1,1,1,1,2,1,1,11,101,11,111,4,2,4,3,1,CK,CK,CL,CKC,C,C,C,C,?,?,?,C,K,K,L,K,1,0,1,1,F,4,paenultima
1,2,2,5,a,po,li,tisch,isch,ø,A,A,AS,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVC,1,0,0,2,1,0,0,1,0,1,1,1,1,2,2,1,1,1,101,11,201,4,2,4,2,1,K,CL,CL,CKC,?,C,C,C,?,?,?,C,K,L,L,K,1,1,1,1,F,4,paenultima
3,3,6,3,ren,ten,pflich,tig,ig,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CCVC,CVC,2,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1011,1101,211,201,3,2,2,2,-1,CKC,CKC,ACKC,CKC,C,C,AC,C,C,C,C,C,K,K,K,K,1,0,1,1,F,4,prima
2,4,3,2,Un,fall,hil,fe,e,ø,N,NN,SS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,CCK,KCCK,CKCCK,ø,VC,CVC,CVC,CV,1,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1001,111,111,101,3,2,3,2,-1,KC,CKC,CKC,CK,?,C,C,C,C,C,C,?,K,K,K,K,1,1,1,0,T,4,prima
3,6,2,4,Ein,schlag,pa,pier,ier,ein,N,NN,SS,acc,D,DC,DCC,DCCC,DCCCL,C,LC,CLC,KCLC,CKCLC,ø,VVC,CCVVC,CVC,CVVC,0,1,2,1,1,1,1,1,0,2,1,1,2,2,1,2,2,1001,211,101,111,4,2,2,3,-1,DC,CCLC,CK,CLC,?,CC,C,C,C,C,?,C,D,L,K,L,1,1,1,1,T,4,prima
5,4,4,4,Tisch,lein,deck,dich,ich,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCD,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVVC,CVC,CVC,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,0,201,1011,201,201,2,3,2,2,-1,CKC,CDC,CKC,CKC,C,C,C,C,C,C,C,C,K,D,K,K,1,1,1,1,T,4,paenultima
1,3,3,3,2,ber,f2l,len,en,ueber,V,PV,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,KCKC,CKCKC,ø,VV,CVC,CVC,CVC,0,2,2,2,0,1,1,1,0,1,1,1,2,1,1,1,2,1,111,101,1011,5,2,3,3,1,L,CKC,CK,CKC,?,C,C,C,?,C,?,C,L,K,K,K,1,0,1,0,F,4,paenultima
2,2,2,2,Ka,na,di,er,er,ø,N,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVV,CVV,VC,2,0,0,1,1,0,0,1,1,1,1,0,1,2,2,1,0,101,1001,101,11,2,4,3,3,-1,CK,CL,CL,KC,C,C,C,?,?,?,?,C,K,L,L,K,1,1,1,0,T,4,antepaenultima
2,2,1,5,je,su,i,tisch,isch,ø,A,ø,ø,ø,C,CL,CLC,CLCL,CLCLL,C,KC,CKC,LCKC,LLCKC,ø,CVV,CVV,VV,CVC,0,0,0,2,0,0,0,1,1,1,0,1,2,2,2,1,0,2,101,1,201,4,3,5,2,1,CL,CL,L,CKC,C,C,?,C,?,?,?,C,L,L,L,K,1,1,1,1,F,4,paenultima
1,3,1,5,u,kra,i,nisch,isch,ø,A,ø,ø,ø,K,KC,KCC,KCCK,KCCKL,C,KC,CKC,LCKC,KLCKC,ø,VC,CV,VV,CVC,1,1,0,2,1,0,0,1,0,1,0,1,1,1,2,1,0,101,11,1,1101,3,3,5,2,1,KC,CK,L,CKC,?,C,?,C,C,?,?,C,K,K,L,K,1,2,1,1,F,4,paenultima
1,4,2,2,O,ster,ha,se,e,ø,N,NN,SS,ø,L,LC,LCC,LCCK,LCCKC,K,CK,LCK,CLCK,CCLCK,ø,VVC,CVC,CVV,CV,0,2,0,1,1,1,0,0,0,1,1,1,2,1,2,1,2,101,111,101,101,2,2,3,2,-1,LC,CKC,CL,CK,?,C,C,C,C,C,?,?,L,K,L,K,1,0,1,0,T,4,prima
4,2,3,2,Zoll,be,h3r,de,e,ø,N,NN,SS,ø,A,AK,AKC,AKCC,AKCCK,K,CK,CCK,LCCK,CLCCK,ø,CVC,CV,CVVC,CV,2,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2,111,101,111,101,2,2,2,2,-1,AKC,CK,CLC,CK,A,C,C,C,C,?,C,?,K,K,L,K,1,0,1,0,T,4,prima
2,4,3,3,be,reit,wil,lig,ig,ø,A,ø,SS,ø,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,KCKC,CKCKC,noacc,CV,CVVC,CVC,CVC,1,1,2,2,0,1,1,1,1,1,1,1,1,2,1,1,2,101,111,101,111,2,3,3,3,1,CK,CDC,CK,CKC,C,C,C,C,?,C,?,C,K,D,K,K,0,1,1,1,F,4,antepaenultima
3,3,4,6,Ter,ror,herr,schaft,aft,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVC,CVCC,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,101,21,111,301,2,3,2,1,1,CK,CKC,CKC,CKCC,C,C,C,C,?,C,C,CC,K,K,K,K,1,1,1,2,T,4,prima
5,3,3,4,Straf,f1l,lig,keit,eit,ø,N,A,SA,ø,C,CC,CCC,CCCL,CCCLC,C,DC,CDC,CCDC,KCCDC,ø,CCCVVC,CVC,CVC,CVVC,2,2,2,1,1,1,1,1,3,1,1,1,2,1,1,2,1,311,101,111,201,2,2,3,2,-1,CCCLC,CK,CKC,CDC,CCC,C,C,C,C,?,C,C,L,K,K,D,1,1,1,1,T,4,prima
3,3,3,3,Dis,kus,wer,fen,en,ø,N,ø,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVC,CVC,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,201,201,111,1101,2,2,2,2,1,CKC,CKC,CKC,CKC,C,C,C,C,C,C,C,C,K,K,K,K,1,1,1,0,T,4,prima
3,3,2,3,R1t,sel,ra,ten,en,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,LCKC,CLCKC,ø,CVV,CCVC,CVV,CVC,0,3,0,2,0,1,0,1,1,2,1,1,2,1,2,1,2,11,211,11,1101,3,2,4,2,1,CL,CCKC,CL,CKC,C,CC,C,C,?,C,?,C,L,K,L,K,1,0,1,0,T,4,prima
2,4,3,5,Al,lein,ver,trieb,ieb,ø,N,AN,SS,ø,K,KC,KCD,KCDC,KCDCC,C,LC,CLC,CCLC,CCCLC,ø,VC,CVVC,CVC,CCVVC,1,1,2,1,1,1,1,1,0,1,1,2,1,2,1,2,2,1,1011,111,211,4,3,2,2,-1,K,CDC,CKC,CCLC,?,C,C,CC,?,C,C,C,K,D,K,L,1,1,1,1,T,4,antepaenultima
2,2,3,2,Me,no,pau,se,e,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLC,K,CK,DCK,CDCK,LCDCK,ø,CVV,CVV,CVV,CV,0,0,0,1,0,0,0,0,1,1,1,1,2,2,2,1,1,1001,1001,101,101,3,3,3,2,-1,CL,CL,CD,CK,C,C,C,C,?,?,?,?,L,L,D,K,1,1,1,0,T,4,paenultima
3,4,2,5,pro,vinz,le,risch,isch,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,KCKC,CKCKC,ø,CCVV,CVCC,CV,CVC,1,3,1,2,0,2,0,1,2,1,1,1,2,1,1,1,1,111,1201,11,111,2,2,3,3,-1,CCL,CKCA,CK,CKC,CC,C,C,C,?,CA,?,C,L,K,K,K,1,2,0,1,F,4,antepaenultima
2,2,2,2,Lo,ka,ti,on,on,ø,N,ø,ø,ø,C,CL,CLC,CLCK,CLCKA,C,LC,LLC,ALLC,KALLC,ø,CVV,CVC,CVV,VVC,0,2,0,0,0,1,0,1,1,1,1,0,2,1,2,2,0,11,101,101,1001,3,2,3,3,1,CL,CK,AL,LC,C,C,A,?,?,?,?,C,L,K,L,L,1,1,1,1,T,4,ultima
