syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_open0,syl_open1,syl_open2,syl_open3,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,syl_len0,syl_len1,syl_len2,syl_len3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,syl_cv0,syl_cv1,syl_cv2,syl_cv3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,pos,comp_struct,nomen,comp_len,Word,stress_class
ge,ø,e,ge,age,lage,klage,K,CK,LCK,CLCK,CCLCK,To,ø,T,To,Tot,Tote,Toten,C,CL,CLC,CLCK,CLCKC,7,10,15,7,3,3,5,3,0,light,schwa,light,schwa,o,c,o,o,CL,CKC,CCL,CK,C,C,CC,C,,C,,,L,K,L,K,2,3,3,2,0,1,0,0,1,1,2,1,2,1,2,1,CVV,CVC,CCVV,CV,0,2,1,1,N,NN,T,2,Totenklage,prima
ske,ø,e,ke,ske,aske,maske,K,CK,CCK,KCCK,CKCCK,To,ø,T,To,Tot,Tote,Toten,C,CL,CLC,CLCK,CLCKC,7,10,10,7,3,3,3,3,0,light,schwa,light,schwa,o,c,c,o,CL,CKC,CKC,CK,C,C,C,C,,C,C,,L,K,K,K,2,3,2,3,0,1,1,0,1,1,1,1,2,1,1,1,CVV,CVC,CVC,CV,0,2,2,1,N,NN,T,2,Totenmaske,prima
se,ø,e,se,sse,esse,messe,K,CK,KCK,CKCK,CCKCK,To,ø,T,To,Tot,Tote,Toten,C,CL,CLC,CLCK,CLCKC,7,10,9,7,3,3,4,3,0,light,schwa,light,schwa,o,c,c,o,CL,CKC,CK,CK,C,C,C,C,,C,,,L,K,K,K,2,3,3,2,0,1,1,0,1,1,1,1,2,1,1,1,CVV,CVC,CVC,CV,0,2,2,1,N,NN,T,2,Totenmesse,prima
del,ø,l,el,del,edel,aedel,C,KC,CKC,LCKC,CLCKC,To,ø,T,To,Tot,Tote,Toten,C,CL,CLC,CLCK,CLCKC,7,10,7,11,3,3,3,3,1,light,schwa,light,schwa,o,c,o,c,CL,CKC,CL,CKC,C,C,C,C,,C,,C,L,K,L,K,2,3,4,3,0,1,0,1,1,1,1,1,2,1,2,1,CVV,CVC,CVV,CVC,0,2,0,2,N,NN,T,2,Totenschaedel,prima
tag,ø,g,ag,tag,ntag,nntag,C,LC,CLC,CCLC,KCCLC,To,ø,T,To,Tot,Tote,Toten,C,CL,CLC,CLCK,CLCKC,7,10,10,12,3,3,3,4,1,light,schwa,light,light,o,c,c,c,CL,CKC,CKC,CLC,C,C,C,C,,C,C,C,L,K,K,L,2,3,4,3,0,1,1,1,1,1,1,1,2,1,1,2,CVV,CVC,CVC,CVVC,0,2,2,1,N,NN,T,2,Totensonntag,prima
re,ø,e,re,rre,arre,tarre,K,CK,KCK,CKCK,CCKCK,To,ø,T,To,Tot,Tote,Toten,C,CL,CLC,CLCK,CLCKC,7,10,8,10,3,3,2,5,0,light,schwa,light,schwa,o,c,c,o,CL,CKC,CCK,CK,C,C,CC,C,,C,,,L,K,K,K,2,3,4,2,0,1,1,0,1,1,2,1,2,1,1,1,CVV,CVC,CCVC,CV,0,2,3,1,N,NN,T,2,Totenstarre,prima
gel,ø,l,el,gel,ogel,vogel,C,KC,CKC,LCKC,CLCKC,To,ø,T,To,Tot,Tote,Toten,C,CL,CLC,CLCK,CLCKC,7,10,7,11,3,3,3,3,1,light,schwa,light,schwa,o,c,o,c,CL,CKC,CL,CKC,C,C,C,C,,C,,C,L,K,L,K,2,3,2,3,0,1,0,1,1,1,1,1,2,1,2,1,CVV,CVC,CVV,CVC,0,2,0,2,N,NN,T,2,Totenvogel,prima
che,ø,e,he,che,ache,wache,K,CK,KCK,CKCK,CCKCK,To,ø,T,To,Tot,Tote,Toten,C,CL,CLC,CLCK,CLCKC,7,10,7,7,3,3,3,3,-1,light,schwa,light,schwa,o,c,c,o,CL,CKC,CK,CK,C,C,C,C,,C,,,L,K,K,K,2,3,2,3,0,1,1,0,1,1,1,1,2,1,1,1,CVV,CVC,CVC,CV,0,2,2,1,N,NN,T,2,Totenwache,prima
ren,ø,n,en,ren,oren,boren,C,KC,CKC,LCKC,CLCKC,tot,ø,t,to,tot,totg,totge,C,CL,CLC,CLCC,CLCCK,8,7,7,13,2,3,3,4,1,light,schwa,light,schwa,c,o,o,c,CLC,CK,CL,CKC,C,C,C,C,C,,,C,L,K,L,K,3,2,2,3,1,0,0,1,1,1,1,1,2,1,2,1,CVVC,CV,CVV,CVC,1,1,0,2,A,AA,F,2,totgeboren,prima
de,ø,e,de,nde,ende,gende,K,CK,CCK,KCCK,CKCCK,Tot,ø,T,To,Tot,Totl,Totli,C,CL,CLC,CLCC,CLCCL,8,12,10,7,2,6,3,3,-1,light,light,schwa,schwa,c,o,c,o,CLC,CL,CKC,CK,C,C,C,C,C,,C,,L,L,K,K,3,3,3,2,1,0,1,0,1,1,1,1,2,2,1,1,CVVC,CVV,CVC,CV,1,0,2,1,N,ø,T,2,Totliegende,prima
gen,ø,n,en,gen,agen,wagen,C,KC,CKC,LCKC,CLCKC,Tou,ø,T,To,Tou,Tour,Toure,C,CL,CLC,CLCK,CLCKC,9,13,11,10,4,4,5,3,0,light,schwa,light,schwa,o,c,o,c,CL,CKC,CL,CKC,C,C,C,C,,C,,C,L,K,L,K,3,3,2,3,0,1,0,1,1,1,1,1,2,1,2,1,CVV,CVC,CVV,CVC,0,2,0,2,N,NN,T,2,Tourenwagen,prima
ler,ler,r,er,ler,hler,ehler,C,KC,CKC,LCKC,ALCKC,Tou,ø,T,To,Tou,Tour,Toure,C,CL,CLC,CLCK,CLCKC,9,13,7,14,4,4,3,4,1,light,schwa,light,schwa,o,c,o,c,CL,CKC,AL,CKC,C,C,A,C,,C,,C,L,K,L,K,3,3,3,3,0,1,0,1,1,1,1,1,2,1,2,1,CVV,CVC,CVV,CVC,0,2,0,2,N,NV,T,2,Tourenzaehler,prima
stadt,ø,t,dt,adt,tadt,stadt,C,KC,CKC,CCKC,CCCKC,Tra,ø,T,Tr,Tra,Trab,Traba,C,CC,CCK,CCKC,CCKCK,11,10,10,9,3,3,3,2,-1,light,light,schwa,light,c,c,c,c,CCK,CKC,CKC,CCKC,CC,C,C,CC,,C,C,C,K,K,K,K,3,3,3,5,1,1,1,1,2,1,1,2,1,1,1,1,CCVC,CVC,CVC,CCVC,3,2,2,3,N,NN,T,2,Trabantenstadt,antepaenultima
pe,ø,e,pe,ppe,uppe,ruppe,K,CK,KCK,CKCK,CCKCK,Trach,ø,T,Tr,Tra,Trac,Trach,C,CC,CCK,CCKC,CCKCC,12,10,13,7,3,3,4,3,-2,light,schwa,light,schwa,c,c,c,o,CCKC,CKC,CCK,CK,CC,C,CC,C,C,C,,,K,K,K,K,5,3,4,2,1,1,1,0,2,1,2,1,1,1,1,1,CCVC,CVC,CCVC,CV,3,2,3,1,N,NN,T,2,Trachtengruppe,prima
ze,ø,e,ze,rze,erze,uerze,K,AK,CAK,KCAK,CKCAK,Tr1,ø,T,Tr,Tra,Trae,Traeg,C,CC,CCL,CCLC,CCLCK,11,11,13,7,3,3,4,3,-1,light,schwa,light,schwa,o,c,c,o,CCL,CKC,CKC,AK,CC,C,C,A,,C,C,,L,K,K,K,3,3,5,2,0,1,1,0,2,1,1,1,2,1,1,1,CCVV,CVC,CVC,CV,1,2,2,1,N,NN,T,2,Traegerschuerze,prima
le,ø,e,le,lle,elle,welle,K,CK,KCK,CKCK,CCKCK,Tr1,ø,T,Tr,Tra,Trae,Traeg,C,CC,CCL,CCLC,CCLCK,11,11,7,10,3,3,3,5,-1,light,schwa,light,schwa,o,c,c,o,CCL,CKC,CK,CK,CC,C,C,C,,C,,,L,K,K,K,3,3,3,2,0,1,1,0,2,1,1,1,2,1,1,1,CCVV,CVC,CVC,CV,1,2,2,1,N,NN,T,2,Traegerwelle,prima
boot,ø,t,ot,oot,boot,nboot,C,LC,CLC,CCLC,KCCLC,Trag,ø,T,Tr,Tra,Trag,Tragf,C,CC,CCL,CCLC,CCLCC,16,11,10,8,4,3,3,2,-3,light,light,schwa,light,c,c,c,c,CCLC,CCK,CKC,CLC,CC,CC,C,C,C,,C,C,L,K,K,L,4,3,4,4,1,1,1,1,2,2,1,1,2,1,1,2,CCVVC,CCVC,CVC,CVVC,1,3,2,1,N,NN,T,2,Tragflaechenboot,prima
setz,ø,z,tz,etz,setz,esetz,A,KA,CKA,KCKA,CKCKA,Tr1g,ø,T,Tr,Tra,Trae,Traeg,C,CC,CCL,CCLC,CCLCC,12,12,7,8,3,4,3,2,-2,light,light,schwa,light,c,c,o,c,CCLC,CDA,CK,CKA,CC,C,C,C,C,A,,A,L,D,K,K,4,5,2,4,1,1,0,1,2,1,1,1,2,2,1,1,CCVVC,CVVC,CV,CVC,1,1,1,2,N,NN,T,2,Traegheitsgesetz,prima
ment,ø,t,nt,ent,ment,oment,C,CC,KCC,CKCC,LCKCC,Tr1g,ø,T,Tr,Tra,Trae,Traeg,C,CC,CCL,CCLC,CCLCC,12,12,9,13,3,4,4,3,0,light,light,light,heavy,c,c,o,c,CCLC,CDA,CL,CKCC,CC,C,C,C,C,A,,CC,L,D,L,K,4,5,2,4,1,1,0,2,2,1,1,1,2,2,2,1,CCVVC,CVVC,CVV,CVCC,1,1,0,3,N,NN,T,2,Traegheitsmoment,prima
mik,ø,k,ik,mik,omik,komik,C,KC,CKC,LCKC,CLCKC,Tra,ø,T,Tr,Tra,Trag,Tragi,C,CC,CCK,CCKC,CCKCL,11,9,7,12,3,4,3,4,0,light,light,light,light,c,o,o,c,CCK,CL,CL,CKC,CC,C,C,C,,,,C,K,L,L,K,3,2,2,3,1,0,0,1,2,1,1,1,1,2,2,1,CCVC,CVV,CVV,CVC,3,0,0,2,N,NN,T,2,Tragikomik,paenultima
misch,ø,h,ch,sch,isch,misch,C,KC,CKC,LCKC,CLCKC,tra,ø,t,tr,tra,trag,tragi,C,CC,CCK,CCKC,CCKCL,11,9,7,12,3,4,3,4,0,light,light,light,light,c,o,o,c,CCK,CL,CL,CKC,CC,C,C,C,,,,C,K,L,L,K,3,2,2,5,1,0,0,1,2,1,1,1,1,2,2,1,CCVC,CVV,CVV,CVC,3,0,0,2,A,NA,F,2,tragikomisch,paenultima
zug,ø,g,ug,zug,nzug,anzug,C,LC,ALC,CALC,KCALC,Trai,ø,T,Tr,Tra,Trai,Train,C,CC,CCL,CCLC,CCLCK,11,15,9,10,3,3,4,3,-1,light,heavy,light,light,o,c,c,c,CCL,CKCC,KC,ALC,CC,C,,A,,CC,C,C,L,K,K,L,4,5,2,3,0,2,1,1,2,1,0,1,2,1,1,2,CCVV,CVCC,VC,CVVC,1,3,1,1,N,NN,T,2,Trainingsanzug,prima
se,ø,e,se,ose,hose,shose,K,CK,LCK,CLCK,CCLCK,Trai,ø,T,Tr,Tra,Trai,Train,C,CC,CCL,CCLC,CCLCK,11,15,7,7,3,3,3,3,-2,light,heavy,light,schwa,o,c,o,o,CCL,CKCC,CL,CK,CC,C,C,C,,CC,,,L,K,L,K,4,5,2,2,0,2,0,0,2,1,1,1,2,1,2,1,CCVV,CVCC,CVV,CV,1,3,0,1,N,NN,T,2,Trainingshose,prima
stand,ø,d,nd,and,tand,stand,C,CC,KCC,CKCC,CCKCC,Tran,ø,T,Tr,Tra,Tran,Tranc,C,CC,CCN,CCNC,CCNCK,13,7,9,12,4,3,4,2,0,light,schwa,light,heavy,o,o,o,c,CCN,CK,AL,CCKCC,CC,C,A,CC,,,,CC,N,K,L,K,4,2,2,5,0,0,0,2,2,1,1,2,2,1,2,1,CCVV,CV,CVV,CCVCC,1,1,0,4,N,NN,T,2,Trancezustand,prima
se,ø,e,se,ese,uese,ruese,K,CK,LCK,CLCK,CCLCK,Tr1,ø,T,Tr,Tra,Trae,Traen,C,CC,CCL,CCLC,CCLCK,11,12,13,7,3,4,4,3,-1,light,schwa,light,schwa,o,c,o,o,CCL,CKC,CCL,CK,CC,C,CC,C,,C,,,L,K,L,K,3,3,3,2,0,1,0,0,2,1,2,1,2,1,2,1,CCVV,CVC,CCVV,CV,1,2,1,1,N,NN,T,2,Traenendruese,prima
be,ø,e,be,ube,rube,grube,K,CK,LCK,CLCK,CCLCK,Tr1,ø,T,Tr,Tra,Trae,Traen,C,CC,CCL,CCLC,CCLCK,11,12,13,7,3,4,4,3,-1,light,schwa,light,schwa,o,c,o,o,CCL,CKC,CCL,CK,CC,C,CC,C,,C,,,L,K,L,K,3,3,3,2,0,1,0,0,2,1,2,1,2,1,2,1,CCVV,CVC,CCVV,CV,1,2,1,1,N,NN,T,2,Traenengrube,prima
er,er,r,er,ier,eier,leier,C,KC,DKC,CDKC,CCDKC,Tr1,ø,T,Tr,Tra,Trae,Traen,C,CC,CCL,CCLC,CCLCK,11,12,15,10,3,4,5,5,0,light,schwa,light,schwa,o,c,o,c,CCL,CKC,CCD,KC,CC,C,CC,,,C,,C,L,K,D,K,3,3,6,2,0,1,0,1,2,1,2,0,2,1,2,1,CCVV,CVC,CCVV,VC,1,2,1,1,N,NN,T,2,Traenenschleier,prima
$e,ø,e,se,sse,asse,rasse,K,CK,LCK,CLCK,CCLCK,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,11,16,7,3,3,4,3,-2,heavy,light,light,schwa,c,c,o,o,CCKCC,CLC,CCCL,CK,CC,C,CCC,C,CC,C,,,K,L,L,K,5,3,4,2,2,1,0,0,2,1,3,1,1,2,2,1,CCVCC,CVVC,CCCVV,CV,4,1,1,1,N,NN,T,2,Transferstrasse,antepaenultima
del,ø,l,el,del,ndel,andel,C,KC,CKC,CCKC,KCCKC,Tran,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,14,10,10,11,3,3,3,3,-1,light,light,light,schwa,c,c,c,c,CCKC,CLC,CKC,CKC,CC,C,C,C,C,C,C,C,K,L,K,K,4,3,3,3,1,1,1,1,2,1,1,1,1,2,1,1,CCVC,CVVC,CVC,CVC,3,1,2,2,N,NN,T,2,Transithandel,antepaenultima
bot,ø,t,ot,bot,rbot,erbot,C,LC,CLC,CCLC,KCCLC,Tran,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,14,10,11,8,3,3,3,2,-2,light,light,light,light,c,c,c,c,CCKC,CLC,CKC,CLC,CC,C,C,C,C,C,C,C,K,L,K,L,4,3,3,3,1,1,1,1,2,1,1,1,1,2,1,2,CCVC,CVVC,CVC,CVVC,3,1,2,1,N,NN,T,2,Transitverbot,antepaenultima
kehr,ø,r,hr,ehr,kehr,rkehr,C,LC,CLC,CCLC,KCCLC,Tran,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,14,10,11,11,3,3,3,3,-1,light,light,light,light,c,c,c,c,CCKC,CLC,CKC,CLC,CC,C,C,C,C,C,C,C,K,L,K,L,4,3,3,4,1,1,1,1,2,1,1,1,1,2,1,2,CCVC,CVVC,CVC,CVVC,3,1,2,1,N,NN,T,2,Transitverkehr,antepaenultima
re,ø,e,re,are,ware,tware,K,CK,LCK,CLCK,CCLCK,Tran,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,14,10,11,10,3,3,5,5,-1,light,light,light,schwa,c,c,o,o,CCKC,CLC,CL,CK,CC,C,C,C,C,C,,,K,L,L,K,4,3,2,2,1,1,0,0,2,1,1,1,1,2,2,1,CCVC,CVVC,CVV,CV,3,1,0,1,N,NN,T,2,Transitware,antepaenultima
hig,ø,g,ig,hig,ehig,aehig,C,KC,LKC,CLKC,CCLKC,trans,ø,t,tr,tra,tran,trans,C,CC,CCK,CCKC,CCKCC,15,12,7,9,3,3,3,4,-3,heavy,heavy,light,light,c,c,o,c,CCKCC,CKCC,CL,KC,CC,C,C,,CC,CC,,C,K,K,L,K,5,4,2,3,2,2,0,1,2,1,1,0,1,1,2,1,CCVCC,CVCC,CVV,VC,4,3,0,1,A,NA,F,2,transportfaehig,antepaenultima
zeug,ø,g,ug,eug,zeug,gzeug,C,DC,ADC,CADC,LCADC,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,12,14,12,3,3,3,4,-1,heavy,heavy,light,light,c,c,c,c,CCKCC,CKCC,CCLC,ADC,CC,C,CC,A,CC,CC,C,C,K,K,L,D,5,4,4,4,2,2,1,1,2,1,2,1,1,1,2,2,CCVCC,CVCC,CCVVC,CVVC,4,3,1,1,N,NN,T,2,Transportflugzeug,antepaenultima
rer,ø,r,er,rer,hrer,ehrer,C,KC,CKC,LCKC,CLCKC,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,12,9,14,3,3,4,4,-1,heavy,heavy,light,schwa,c,c,o,c,CCKCC,CKCC,CL,CKC,CC,C,C,C,CC,CC,,C,K,K,L,K,5,4,3,3,2,2,0,1,2,1,1,1,1,1,2,1,CCVCC,CVCC,CVV,CVC,4,3,0,2,N,NV,T,2,Transportfuehrer,antepaenultima
sten,ø,n,en,ten,sten,asten,C,KC,CKC,CCKC,KCCKC,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,12,8,10,3,3,2,3,-2,heavy,heavy,light,schwa,c,c,c,c,CCKCC,CKCC,CKC,CKC,CC,C,C,C,CC,CC,C,C,K,K,K,K,5,4,2,4,2,2,1,1,2,1,1,1,1,1,1,1,CCVCC,CVCC,CVC,CVC,4,3,2,2,N,NN,T,2,Transportkasten,antepaenultima
ste,ø,e,te,ste,iste,kiste,K,CK,CCK,KCCK,CKCCK,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,12,10,7,3,3,3,3,-3,heavy,heavy,light,schwa,c,c,c,o,CCKCC,CKCC,CKC,CK,CC,C,C,C,CC,CC,C,,K,K,K,K,5,4,2,3,2,2,1,0,2,1,1,1,1,1,1,1,CCVCC,CVCC,CVC,CV,4,3,2,1,N,NN,T,2,Transportkiste,antepaenultima
tel,ø,l,el,tel,ttel,ittel,C,KC,CKC,KCKC,CKCKC,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,12,11,11,3,3,5,3,-2,heavy,heavy,light,schwa,c,c,c,c,CCKCC,CKCC,CK,CKC,CC,C,C,C,CC,CC,,C,K,K,K,K,5,4,3,3,2,2,1,1,2,1,1,1,1,1,1,1,CCVCC,CVCC,CVC,CVC,4,3,2,2,N,NN,T,2,Transportmittel,antepaenultima
sen,ø,n,en,sen,esen,wesen,C,KC,CKC,LCKC,CLCKC,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,12,7,10,3,3,3,3,-2,heavy,heavy,light,schwa,c,c,o,c,CCKCC,CKCC,CL,CKC,CC,C,C,C,CC,CC,,C,K,K,L,K,5,4,2,3,2,2,0,1,2,1,1,1,1,1,2,1,CCVCC,CVCC,CVV,CVC,4,3,0,2,N,NN,T,2,Transportwesen,antepaenultima
mig,ø,g,ig,mig,rmig,ermig,C,KC,CKC,CCKC,KCCKC,tra,ø,t,tr,tra,trap,trape,C,CC,CCK,CCKC,CCKCL,11,8,11,12,3,2,3,4,0,light,light,light,light,c,c,c,c,CCK,CLA,CKC,CKC,CC,C,C,C,,A,C,C,K,L,K,K,3,3,3,3,1,1,1,1,2,1,1,1,1,2,1,1,CCVC,CVVC,CVC,CVC,3,1,2,2,A,NN,F,2,trapezfoermig,antepaenultima
ler,ler,r,er,ler,tler,stler,C,KC,CKC,CCKC,CCCKC,Tra,ø,T,Tr,Tra,Trap,Trape,C,CC,CCK,CCKC,CCKCL,11,8,14,14,3,2,2,4,1,light,light,heavy,schwa,c,c,c,c,CCK,CLA,CKCCC,CKC,CC,C,C,C,,A,CCC,C,K,L,K,K,3,3,5,3,1,1,3,1,2,1,1,1,1,2,1,1,CCVC,CVVC,CVCCC,CVC,3,1,4,2,N,NN,T,2,Trapezkuenstler,antepaenultima
mig,ø,g,ig,mig,rmig,ermig,C,KC,CKC,CCKC,KCCKC,trau,ø,t,tr,tra,trau,traub,C,CC,CCD,CCDC,CCDCK,15,10,11,12,5,3,3,4,-1,light,schwa,light,light,o,c,c,c,CCD,CKC,CKC,CKC,CC,C,C,C,,C,C,C,D,K,K,K,4,3,3,3,0,1,1,1,2,1,1,1,2,1,1,1,CCVV,CVC,CVC,CVC,1,2,2,2,A,NN,F,2,traubenfoermig,prima
se,ø,e,se,ese,lese,nlese,K,CK,LCK,CLCK,CCLCK,Trau,ø,T,Tr,Tra,Trau,Traub,C,CC,CCD,CCDC,CCDCK,15,10,10,7,5,3,5,3,-3,light,schwa,light,schwa,o,c,o,o,CCD,CKC,CL,CK,CC,C,C,C,,C,,,D,K,L,K,4,3,2,2,0,1,0,0,2,1,1,1,2,1,2,1,CCVV,CVC,CVV,CV,1,2,0,1,N,NN,T,2,Traubenlese,prima
cker,ø,r,er,ker,cker,ucker,C,KC,CKC,KCKC,AKCKC,Trau,ø,T,Tr,Tra,Trau,Traub,C,CC,CCD,CCDC,CCDCK,15,10,9,11,5,3,4,3,-2,light,schwa,light,schwa,o,c,c,c,CCD,CKC,AK,CKC,CC,C,A,C,,C,,C,D,K,K,K,4,3,2,4,0,1,1,1,2,1,1,1,2,1,1,1,CCVV,CVC,CVC,CVC,1,2,2,2,N,NN,T,2,Traubenzucker,prima
de,ø,e,de,nde,inde,binde,K,CK,CCK,KCCK,CKCCK,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,12,7,5,5,4,3,-3,light,schwa,light,schwa,o,c,c,o,CCD,KC,CKC,CK,CC,,C,C,,C,C,,D,K,K,K,4,2,3,2,0,1,1,0,2,0,1,1,2,1,1,1,CCVV,VC,CVC,CV,1,1,2,1,N,NN,T,2,Trauerbinde,prima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,8,9,5,5,2,2,-2,light,schwa,light,heavy,o,c,c,c,CCD,KC,CLC,CKCC,CC,,C,C,,C,C,CC,D,K,L,K,4,2,3,6,0,1,1,2,2,0,1,1,2,1,2,1,CCVV,VC,CVVC,CVCC,1,1,1,3,N,NN,T,2,Trauerbotschaft,prima
er,er,r,er,ier,eier,feier,C,KC,DKC,CDKC,CCDKC,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,11,10,5,5,5,5,-2,light,schwa,light,schwa,o,c,o,c,CCD,KC,CD,KC,CC,,C,,,C,,C,D,K,D,K,4,2,3,2,0,1,0,1,2,0,1,0,2,1,2,1,CCVV,VC,CVV,VC,1,1,0,1,N,NN,T,2,Trauerfeier,prima
dung,ø,g,ng,ung,dung,idung,C,KC,CKC,DCKC,CDCKC,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,15,12,5,5,5,4,-1,light,schwa,light,light,o,c,o,c,CCD,KC,CCD,CKC,CC,,CC,C,,C,,C,D,K,D,K,4,2,4,4,0,1,0,1,2,0,2,1,2,1,2,1,CCVV,VC,CCVV,CVC,1,1,1,2,N,VN,T,2,Trauerkleidung,prima
tel,ø,l,el,tel,ntel,antel,C,KC,CKC,CCKC,KCCKC,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,12,11,5,5,4,3,-1,light,schwa,light,schwa,o,c,c,c,CCD,KC,CKC,CKC,CC,,C,C,,C,C,C,D,K,K,K,4,2,3,3,0,1,1,1,2,0,1,1,2,1,1,1,CCVV,VC,CVC,CVC,1,1,2,2,N,NN,T,2,Trauermantel,prima
richt,ø,t,ht,cht,icht,richt,C,CC,KCC,CKCC,CCKCC,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,14,14,5,5,4,3,0,light,schwa,light,heavy,o,c,c,c,CCD,KC,CLC,CKCC,CC,,C,C,,C,C,CC,D,K,L,K,4,2,4,5,0,1,1,2,2,0,1,1,2,1,2,1,CCVV,VC,CVVC,CVCC,1,1,1,3,N,NN,T,2,Trauernachricht,prima
er,er,r,er,ier,eier,leier,C,KC,DKC,CDKC,CCDKC,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,15,10,5,5,5,5,-1,light,schwa,light,schwa,o,c,o,c,CCD,KC,CCD,KC,CC,,CC,,,C,,C,D,K,D,K,4,2,6,2,0,1,0,1,2,0,2,0,2,1,2,1,CCVV,VC,CCVV,VC,1,1,1,1,N,NN,T,2,Trauerschleier,prima
de,ø,e,de,ide,eide,weide,K,CK,DCK,CDCK,CCDCK,Tra2,ø,T,Tr,Tra,Trau,Traue,C,CC,CCD,CCDK,CCDKC,15,10,11,7,5,5,5,3,-3,light,schwa,light,schwa,o,c,o,o,CCD,KC,CD,CK,CC,,C,C,,C,,,D,K,D,K,4,2,3,2,0,1,0,0,2,0,1,1,2,1,2,1,CCVV,VC,CVV,CV,1,1,0,1,N,VN,T,2,Trauerweide,prima
ger,ø,r,er,ger,eger,leger,C,KC,CKC,LCKC,CLCKC,Traum,ø,T,Tr,Tra,Trau,Traum,C,CC,CCD,CCDC,CCDCD,18,11,10,11,4,5,5,3,-3,light,light,light,schwa,c,c,o,c,CCDC,DC,CL,CKC,CC,,C,C,C,C,,C,D,D,L,K,5,3,2,3,1,1,0,1,2,0,1,1,2,2,2,1,CCVVC,VVC,CVV,CVC,1,0,0,2,N,NV,T,2,Traumausleger,prima
de,ø,e,de,lde,ilde,bilde,K,CK,CCK,KCCK,CKCCK,Traum,ø,T,Tr,Tra,Trau,Traum,C,CC,CCD,CCDC,CCDCC,18,7,13,7,4,3,4,3,-3,light,schwa,light,schwa,c,o,c,o,CCDC,CK,CKC,CK,CC,C,C,C,C,,C,,D,K,K,K,5,2,3,2,1,0,1,0,2,1,1,1,2,1,1,1,CCVVC,CV,CVC,CV,1,1,2,1,N,NN,T,2,Traumgebilde,prima
ren,ø,n,en,ren,oren,loren,C,KC,CKC,LCKC,CLCKC,traum,ø,t,tr,tra,trau,traum,C,CC,CCD,CCDC,CCDCC,18,11,10,13,4,3,5,4,-2,light,light,light,schwa,c,c,o,c,CCDC,CKC,CL,CKC,CC,C,C,C,C,C,,C,D,K,L,K,5,3,2,3,1,1,0,1,2,1,1,1,2,1,2,1,CCVVC,CVC,CVV,CVC,1,2,0,2,A,NA,F,2,traumverloren,prima
