syl_len0,syl_len1,syl0,syl1,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,cv_ratio0,cv_ratio1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,comp_len,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_class0,syl_class1,onset_class0,onset_class1,koda_class0,koda_class1,nucleus_class0,nucleus_class1,syl_weight0,syl_weight1,nomen,sylcnt,stress_class
3,3,Buh,ler,er,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,21,3,3,-1,CL,CKC,C,C,?,C,L,K,1,0,T,2,paenultima
1,3,U,sus,us,ø,N,ø,ø,ø,L,LC,LCK,LCKC,ø,C,KC,CKC,LCKC,ø,ø,VV,CVC,0,2,0,1,0,1,2,1,0,1,201,5,2,1,L,CKC,?,C,?,C,L,K,1,1,T,2,paenultima
3,3,Ben,zol,ol,ø,N,ø,ø,ø,C,CK,CKC,CKCA,CKCAL,C,LC,ALC,CALC,KCALC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,0,1101,111,2,2,-1,CKC,ALC,C,A,C,C,K,L,1,1,T,2,ultima
3,4,Sto,cher,er,ø,N,V,S,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,201,111,2,2,-1,CCK,CKC,CC,C,?,C,K,K,1,0,T,2,paenultima
3,5,T1u,scher,er,ø,N,V,SA,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,111,3,2,1,CD,CKC,C,C,?,C,D,K,1,0,T,2,paenultima
4,6,Zwie,tracht,acht,ø,N,ø,SS,ø,A,AC,ACD,ACDC,ACDCC,C,CC,KCC,CKCC,CCKCC,ø,CCVV,CCVCC,1,4,0,2,2,2,2,1,2,201,311,2,2,1,ACD,CCKCC,AC,CC,?,CC,D,K,1,2,T,2,paenultima
3,3,Kle,rus,us,ø,N,R,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,111,111,2,3,0,CCL,CKC,CC,C,?,C,L,K,1,1,T,2,paenultima
3,4,Bar,mann,ann,ø,N,N,S,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,LCCKC,ø,CVVC,CVC,1,2,1,1,1,1,2,1,1,111,2001,3,2,1,CLC,CKC,C,C,C,C,L,K,1,1,T,2,paenultima
4,3,Symp,tom,om,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,CCLC,CCCLC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,0,1201,1101,2,2,-1,CKCC,CLC,C,C,CC,C,K,L,2,1,T,2,ultima
2,3,Mo,nat,at,ø,N,N,S,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVVC,0,1,0,1,1,1,2,2,1,1001,1101,3,3,1,CL,CLC,C,C,?,C,L,L,1,1,T,2,paenultima
4,3,Satz,bau,au,ø,N,NN,SS,ø,C,CK,CKA,CKAC,CKACD,D,CD,ACD,KACD,CKACD,ø,CVC,CVV,2,0,1,0,1,1,1,2,2,201,101,2,3,-1,CKA,CD,C,C,A,?,K,D,1,1,T,2,paenultima
4,4,scho,cken,en,ø,V,V,S,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,101,1101,2,2,1,CK,CKC,C,C,?,C,K,K,1,0,F,2,paenultima
4,7,Wahl,pflicht,icht,ø,N,VN,ø,ø,C,CL,CLC,CLCA,CLCAC,C,CC,KCC,CKCC,ACKCC,ø,CVVC,CCVCC,1,4,1,2,1,2,2,1,2,111,311,3,2,1,CLC,ACKCC,C,AC,C,CC,L,K,1,2,T,2,paenultima
4,4,Rinn,chen,en,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1011,1101,3,2,1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
4,3,K1mp,fer,er,ø,N,V,SA,ø,C,CK,CKC,CKCA,CKCAK,C,KC,AKC,CAKC,KCAKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,111,2,2,-1,CKC,AKC,C,A,C,C,K,K,1,0,T,2,paenultima
3,2,Sip,pe,e,ø,N,N,S,ø,C,CK,CKC,CKCK,ø,K,CK,KCK,CKCK,ø,ø,CVC,CV,2,1,1,0,1,1,1,1,1,101,101,3,2,0,CK,CK,C,C,?,?,K,K,1,0,T,2,paenultima
4,2,Scho,te,e,ø,N,N,S,ø,C,CL,CLC,CLCK,ø,K,CK,LCK,CLCK,ø,ø,CVV,CV,0,1,0,0,1,1,2,1,1,101,101,2,2,0,CL,CK,C,C,?,?,L,K,1,0,T,2,paenultima
4,3,gril,lig,ig,ø,A,N,SA,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,noacc,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,111,3,3,0,CCK,CKC,CC,C,?,C,K,K,1,1,F,2,paenultima
3,3,Spu,cke,e,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCK,K,CK,KCK,CKCK,CCKCK,ø,CCVC,CV,3,1,1,0,2,1,1,1,1,201,101,2,2,-1,CCK,CK,CC,C,?,?,K,K,1,0,T,2,paenultima
4,7,Zahn,schmelz,elz,ø,N,NN,SS,ø,A,AL,ALC,ALCC,ALCCC,A,CA,KCA,CKCA,CCKCA,ø,CVVC,CCVCC,1,4,1,2,1,2,2,1,2,1101,1211,3,2,1,ALC,CCKCA,A,CC,C,CA,L,K,1,2,T,2,paenultima
2,2,Un,ze,e,ø,N,ø,ø,ø,K,KC,KCA,KCAK,ø,K,AK,CAK,KCAK,ø,ø,VC,CV,1,1,1,0,0,1,1,1,0,1001,101,3,2,-1,KC,AK,?,A,C,?,K,K,1,0,T,2,paenultima
3,4,Vor,wort,ort,vor,N,ø,SS,acc,C,CL,CLC,CLCC,CLCCK,C,CC,KCC,CKCC,CCKCC,ø,CVVC,CVCC,1,3,1,2,1,1,2,1,2,111,211,2,2,1,CLC,CKCC,C,C,C,CC,L,K,1,2,T,2,paenultima
2,5,ba,sisch,isch,ø,A,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,201,3,2,1,CL,CKC,C,C,?,C,L,K,1,1,F,2,paenultima
2,4,Ab,raum,aum,ab,N,V,S,acc,K,KC,KCC,KCCD,KCCDC,C,DC,CDC,CCDC,KCCDC,ø,VC,CVVC,1,1,1,1,0,1,1,2,1,101,1011,2,3,1,KC,CDC,?,C,C,C,K,D,1,1,T,2,paenultima
4,3,gru$,los,os,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCC,C,LC,CLC,CCLC,LCCLC,ø,CCVVC,CVVC,1,1,1,1,2,1,2,2,1,211,111,2,2,-1,CCLC,CLC,CC,C,C,C,L,L,1,1,F,2,paenultima
4,6,Hitz,schlag,ag,ø,N,NN,SS,ø,C,CK,CKA,CKAC,CKACC,C,LC,CLC,CCLC,ACCLC,ø,CVC,CCVVC,2,1,1,1,1,2,1,2,2,201,211,2,2,1,CKA,CCLC,C,CC,A,C,K,L,1,1,T,2,paenultima
4,4,B1nd,lein,ein,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,DC,CDC,CCDC,CCCDC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,1,1201,1011,2,3,-1,CKCC,CDC,C,C,CC,C,K,D,2,1,T,2,paenultima
3,3,wei,hen,en,ø,V,V,S,ø,C,CD,CDK,CDKC,ø,C,KC,DKC,CDKC,ø,ø,CVV,VC,0,1,0,1,1,0,2,1,1,101,1001,3,3,1,CD,KC,C,?,?,C,D,K,1,0,F,2,paenultima
3,4,rie,seln,eln,ø,V,V,S,ø,C,CL,CLC,CLCK,CLCKC,C,CC,KCC,CKCC,LCKCC,ø,CVV,CVCC,0,3,0,2,1,1,2,1,1,11,1111,4,2,1,CL,CKCC,C,C,?,CC,L,K,1,0,F,2,paenultima
2,3,Jo,ker,er,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,2,111,4,2,1,CL,CKC,C,C,?,C,L,K,1,0,T,2,paenultima
4,3,Warn,ruf,uf,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,CCLC,CCCLC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,2,1111,111,2,3,-1,CKCC,CLC,C,C,CC,C,K,L,2,1,T,2,paenultima
6,4,Schiff,chen,en,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,201,1101,2,2,1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
3,4,M2n,dung,ung,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,2001,1101,3,2,-1,CKC,CKC,C,C,C,C,K,K,1,1,T,2,paenultima
2,6,Ge,schw2r,2r,ø,N,N,AS,ø,C,CK,CKC,CKCC,CKCCL,C,LC,CLC,CCLC,KCCLC,ø,CV,CCVVC,1,1,0,1,1,2,1,2,1,101,211,2,2,1,CK,CCLC,C,CC,?,C,K,L,0,1,T,2,ultima
3,3,blu,ten,en,ø,V,N,S,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,111,1101,3,2,1,CCL,CKC,CC,C,?,C,L,K,1,0,F,2,paenultima
3,4,Vor,mann,ann,vor,N,ø,S,acc,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,CCKC,LCCKC,ø,CVVC,CVC,1,2,1,1,1,1,2,1,1,111,2001,2,2,1,CLC,CKC,C,C,C,C,L,K,1,1,T,2,paenultima
5,3,schau,rig,ig,ø,A,N,SA,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,noacc,CVV,CVC,0,2,0,1,1,1,2,1,1,101,111,3,3,1,CD,CKC,C,C,?,C,D,K,1,1,F,2,paenultima
3,3,fri,gid,id,ø,A,ø,ø,ø,C,CC,CCL,CCLC,CCLCL,C,LC,CLC,LCLC,CLCLC,ø,CCVV,CVVC,1,1,0,1,2,1,2,2,0,111,201,3,2,1,CCL,CLC,CC,C,?,C,L,L,1,1,F,2,ultima
3,5,pho,nisch,isch,ø,A,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1101,2,2,1,CL,CKC,C,C,?,C,L,K,1,1,F,2,paenultima
5,5,Steck,brief,ief,ø,N,VN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,LC,CLC,CCLC,CCCLC,ø,CCVC,CCVVC,3,1,1,1,2,2,1,2,2,301,211,1,2,-1,CCKC,CCLC,CC,CC,C,C,K,L,1,1,T,2,paenultima
6,4,Kriech,tier,ier,ø,N,VN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,LC,CLC,CCLC,LCCLC,ø,CCVVC,CVVC,1,1,1,1,2,1,2,2,2,211,111,2,3,-1,CCLC,CLC,CC,C,C,C,L,L,1,1,T,2,paenultima
3,3,les,bar,ar,ø,A,V,SA,ø,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,CCLC,LCCLC,ø,CVVC,CVVC,1,1,1,1,1,1,2,2,1,111,111,2,3,0,CLC,CLC,C,C,C,C,L,L,1,1,F,2,paenultima
6,5,Schnee,sturm,urm,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,CC,KCC,CKCC,CCKCC,ø,CCVV,CCVCC,1,4,0,2,2,2,2,1,2,1101,1211,2,2,1,CCL,CCKCC,CC,CC,?,CC,L,K,1,2,T,2,paenultima
3,3,Sab,bat,at,ø,N,N,S,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,101,201,2,2,1,CK,CKC,C,C,?,C,K,K,1,1,T,2,paenultima
2,3,fe,tal,al,ø,A,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVVC,0,1,0,1,1,1,2,2,0,101,111,2,3,1,CL,CLC,C,C,?,C,L,L,1,1,F,2,ultima
3,3,Lay,out,out,ø,N,ø,ø,ø,C,CL,CLD,CLDC,ø,C,DC,LDC,CLDC,ø,ø,CVV,VVC,0,0,0,1,1,0,2,2,0,11,101,3,3,1,CL,DC,C,?,?,C,L,D,1,1,T,2,paenultima
5,4,Bocks,horn,orn,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CVCC,3,3,2,2,1,1,1,1,2,301,1111,1,2,1,CKCC,CKCC,C,C,CC,CC,K,K,2,2,T,2,paenultima
1,3,I,mam,am,ø,N,N,S,ø,L,LC,LCL,LCLC,ø,C,LC,CLC,LCLC,ø,ø,VV,CVVC,0,1,0,1,0,1,2,2,1,1,2001,5,3,1,L,CLC,?,C,?,C,L,L,1,1,T,2,ultima
4,4,heil,froh,oh,ø,A,ø,SS,ø,C,CD,CDC,CDCC,CDCCC,L,CL,CCL,CCCL,DCCCL,ø,CVVC,CCVV,1,1,1,0,1,2,2,2,2,111,111,3,2,0,CDC,CCL,C,CC,C,?,D,L,1,1,F,2,paenultima
4,4,Stan,dard,ard,ø,N,ø,ø,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,0,1201,211,2,2,-1,CCKC,CKCC,CC,C,C,CC,K,K,1,2,T,2,paenultima
2,2,Mi,me,e,ø,N,N,S,ø,C,CL,CLC,CLCK,ø,K,CK,LCK,CLCK,ø,ø,CVV,CV,0,1,0,0,1,1,2,1,1,1001,1001,3,3,0,CL,CK,C,C,?,?,L,K,1,0,T,2,paenultima
5,4,strol,chen,en,ø,V,N,S,ø,C,CC,CCC,CCCK,CCCKC,C,KC,CKC,CCKC,KCCKC,ø,CCCVC,CVC,4,2,1,1,3,1,1,1,1,221,1101,2,2,1,CCCKC,CKC,CCC,C,C,C,K,K,1,0,F,2,paenultima
3,2,Wel,le,e,ø,N,V,SA,ø,C,CK,CKC,CKCK,ø,K,CK,KCK,CKCK,ø,ø,CVC,CV,2,1,1,0,1,1,1,1,1,101,11,2,3,-1,CK,CK,C,C,?,?,K,K,1,0,T,2,paenultima
4,4,welt,weit,eit,ø,A,NA,SS,ø,C,CK,CKC,CKCC,CKCCC,C,DC,CDC,CCDC,CCCDC,ø,CVCC,CVVC,3,1,2,1,1,1,1,2,2,211,201,2,2,-1,CKCC,CDC,C,C,CC,C,K,D,2,1,F,2,paenultima
3,4,Auf,kauf,auf,auf,N,V,S,acc,D,DC,DCC,DCCD,DCCDC,C,DC,CDC,CCDC,DCCDC,ø,VVC,CVVC,0,1,1,1,0,1,2,2,1,101,201,3,2,1,DC,CDC,?,C,C,C,D,D,1,1,T,2,paenultima
4,6,Land,schaft,aft,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CVCC,3,3,2,2,1,1,1,1,1,1111,301,2,1,-1,CKCC,CKCC,C,C,CC,CC,K,K,2,2,T,2,paenultima
4,4,Kurs,wert,ert,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,LCC,CLCC,CCLCC,ø,CVCC,CVVCC,3,1,2,2,1,1,1,2,2,211,211,2,2,0,CKCC,CLCC,C,C,CC,CC,K,L,2,2,T,2,paenultima
2,4,Da,mast,ast,ø,N,N,S,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,KCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,101,1201,2,2,1,CK,CKCC,C,C,?,CC,K,K,1,2,T,2,ultima
3,5,kri,tisch,isch,ø,A,R,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,111,201,3,2,1,CCL,CKC,CC,C,?,C,L,K,1,1,F,2,paenultima
4,2,Q2ek,ke,e,ø,N,N,S,ø,C,CC,CCK,CCKC,CCKCK,K,CK,KCK,CKCK,CCKCK,ø,CCVC,CV,3,1,1,0,2,1,1,1,1,201,101,2,2,-1,CCK,CK,CC,C,?,?,K,K,1,0,T,2,paenultima
2,4,al,bern,ern,ø,A,A,S,ø,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVCC,1,3,1,2,0,1,1,1,1,11,1111,3,2,1,KC,CKCC,?,C,C,CC,K,K,1,0,F,2,paenultima
3,3,nei,den,en,ø,V,V,S,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,1001,1101,4,2,1,CD,CKC,C,C,?,C,D,K,1,0,F,2,paenultima
3,4,bet,teln,eln,ø,V,V,S,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,KCKCC,ø,CVC,CVCC,2,3,1,2,1,1,1,1,1,101,1111,2,2,1,CK,CKCC,C,C,?,CC,K,K,1,0,F,2,paenultima
5,5,strei,cheln,eln,ø,V,V,SA,ø,C,CC,CCC,CCCD,CCCDC,C,CC,KCC,CKCC,DCKCC,ø,CCCVV,CVCC,1,3,0,2,3,1,2,1,1,211,1111,2,2,1,CCCD,CKCC,CCC,C,?,CC,D,K,1,0,F,2,paenultima
5,4,tisch,lern,ern,ø,V,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,noacc,CVC,CVCC,2,3,1,2,1,1,1,1,1,201,1021,2,3,1,CKC,CKCC,C,C,C,CC,K,K,1,0,F,2,paenultima
6,5,Frosch,laich,aich,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,DC,CDC,CCDC,KCCDC,ø,CCVC,CVVC,3,1,1,1,2,1,1,2,2,211,111,2,3,-1,CCKC,CDC,CC,C,C,C,K,D,1,1,T,2,paenultima
5,4,Forst,wirt,irt,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCCC,CVCC,4,3,3,2,1,1,1,1,2,311,211,2,2,-1,CKCCC,CKCC,C,C,CCC,CC,K,K,2,2,T,2,paenultima
2,4,ir,gend,end,ø,ADV,ø,S,ø,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVCC,1,3,1,2,0,1,1,1,1,11,1201,4,2,1,KC,CKCC,?,C,C,CC,K,K,1,0,F,2,paenultima
3,3,Sta,ket,et,ø,N,N,S,ø,C,CC,CCK,CCKC,CCKCL,C,LC,CLC,KCLC,CKCLC,ø,CCVC,CVVC,3,1,1,1,2,1,1,2,1,201,201,2,2,0,CCK,CLC,CC,C,?,C,K,L,1,1,T,2,ultima
1,4,O,cker,er,ø,N,N,S,ø,K,KC,KCK,KCKC,ø,C,KC,CKC,KCKC,ø,ø,VC,CVC,1,2,1,1,0,1,1,1,1,1,111,4,2,1,K,CKC,?,C,?,C,K,K,1,0,T,2,paenultima
3,5,tro,pisch,isch,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,1,2,0,1,2,1,2,1,1,111,201,2,2,1,CCL,CKC,CC,C,?,C,L,K,1,1,F,2,paenultima
4,4,Well,baum,aum,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCD,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,2,111,1101,2,3,1,CKC,CDC,C,C,C,C,K,D,1,1,T,2,paenultima
3,2,Wat,te,e,ø,N,N,S,ø,C,CK,CKC,CKCK,ø,K,CK,KCK,CKCK,ø,ø,CVC,CV,2,1,1,0,1,1,1,1,1,101,101,2,2,0,CK,CK,C,C,?,?,K,K,1,0,T,2,paenultima
4,3,plar,ren,en,ø,V,V,S,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,1011,2,3,1,CCK,CKC,CC,C,?,C,K,K,1,0,F,2,paenultima
5,3,Treib,gas,as,ø,N,VN,SS,ø,C,CC,CCD,CCDC,CCDCC,C,LC,CLC,CCLC,DCCLC,ø,CCVVC,CVVC,1,1,1,1,2,1,2,2,2,211,201,2,2,-1,CCDC,CLC,CC,C,C,C,D,L,1,1,T,2,paenultima
3,4,Fli,cker,er,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,111,3,2,0,CCK,CKC,CC,C,?,C,K,K,1,0,T,2,paenultima
3,4,ver,q2er,2er,ver,A,ø,AS,noacc,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,CCLC,CCCLC,ø,CVC,CCVVC,2,1,1,1,1,2,1,2,1,111,211,2,2,1,CKC,CCLC,C,CC,C,C,K,L,1,1,F,2,ultima
2,5,be,moost,oost,ø,A,F,S,ø,C,CK,CKC,CKCL,CKCLC,C,CC,LCC,CLCC,KCLCC,ø,CV,CVVCC,1,1,0,2,1,1,1,2,1,101,1201,2,2,1,CK,CLCC,C,C,?,CC,K,L,0,2,F,2,ultima
4,3,G1rt,ner,er,ø,N,N,SA,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,CCKC,CCCKC,ø,CVVC,CCVC,1,3,1,1,1,2,2,1,1,111,1111,2,2,1,CLC,CCKC,C,CC,C,C,L,K,1,0,T,2,paenultima
7,4,Schr1ub,chen,en,ø,N,N,SA,ø,C,CC,CCD,CCDC,CCDCC,C,KC,CKC,CCKC,DCCKC,ø,CCVVC,CVC,1,2,1,1,2,1,2,1,1,211,1101,2,2,1,CCDC,CKC,CC,C,C,C,D,K,1,0,T,2,paenultima
4,4,W1nn,lein,ein,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCD,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVVC,2,1,1,1,1,1,1,2,1,1101,1011,2,3,-1,CKC,CDC,C,C,C,C,K,D,1,1,T,2,paenultima
4,3,Brun,nen,en,ø,N,N,S,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,111,2001,3,2,1,CCK,CKC,CC,C,?,C,K,K,1,0,T,2,paenultima
6,4,Schlu$,wort,ort,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,2,211,211,2,2,0,CCKC,CKCC,CC,C,C,CC,K,K,1,2,T,2,paenultima
3,3,S2n,der,er,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,111,2,2,-1,CKC,CKC,C,C,C,C,K,K,1,0,T,2,paenultima
4,3,sch1,len,en,ø,V,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1011,2,3,1,CL,CKC,C,C,?,C,L,K,1,0,F,2,paenultima
4,3,Steh,auf,auf,ø,N,ø,SS,ø,C,CC,CCL,CCLD,CCLDC,C,DC,LDC,CLDC,CCLDC,ø,CCVV,VVC,1,0,0,1,2,0,2,2,2,201,101,2,3,-1,CCL,DC,CC,?,?,C,L,D,1,1,T,2,paenultima
3,3,Tam,tam,am,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,2,2,1,1,1,1,1,1,1,1101,1101,2,2,0,CKC,CKC,C,C,C,C,K,K,1,1,T,2,ultima
2,5,Zu,wachs,achs,zu,N,V,S,acc,A,AL,ALC,ALCK,ALCKC,C,CC,KCC,CKCC,LCKCC,ø,CVV,CVCC,0,3,0,2,1,1,2,1,1,101,301,3,1,1,AL,CKCC,A,C,?,CC,L,K,1,2,T,2,paenultima
5,5,Stimm,recht,echt,ø,N,VN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVCC,3,3,1,2,2,1,1,1,2,1201,211,2,2,-1,CCKC,CKCC,CC,C,C,CC,K,K,1,2,T,2,paenultima
2,4,Hy,phen,en,ø,N,N,S,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,0,2,0,1,1,1,2,1,1,101,1101,3,2,1,CL,CKC,C,C,?,C,L,K,1,0,T,2,paenultima
1,1,A,i,i,ø,N,N,S,ø,L,LL,ø,ø,ø,L,LL,ø,ø,ø,ø,VV,VV,0,0,0,0,0,0,2,2,1,1,1,6,5,0,L,L,?,?,?,?,L,L,1,1,T,2,paenultima
3,5,Roh,stahl,ahl,ø,N,AN,SS,ø,C,CL,CLC,CLCC,CLCCL,C,LC,CLC,CCLC,LCCLC,ø,CVV,CCVVC,0,1,0,1,1,2,2,2,2,11,211,3,2,1,CL,CCLC,C,CC,?,C,L,L,1,1,T,2,paenultima
5,4,Steil,wand,and,ø,N,AN,SS,ø,C,CC,CCD,CCDC,CCDCC,C,CC,KCC,CKCC,CCKCC,ø,CCVVC,CVCC,1,3,1,2,2,1,2,1,2,211,1201,2,2,1,CCDC,CKCC,CC,C,C,CC,D,K,1,2,T,2,paenultima
5,3,trick,sen,en,ø,V,N,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,3,2,1,1,2,1,1,1,1,211,1101,2,2,1,CCKC,CKC,CC,C,C,C,K,K,1,0,F,2,paenultima
4,2,Sher,ry,y,ø,N,ø,ø,ø,C,CK,CKC,CKCK,ø,K,CK,KCK,CKCK,ø,ø,CVC,CV,2,1,1,0,1,1,1,1,0,101,11,2,4,-1,CK,CK,C,C,?,?,K,K,1,2,T,2,paenultima
3,4,auf,sein,ein,auf,V,V,AS,acc,D,DC,DCC,DCCD,DCCDC,C,DC,CDC,CCDC,DCCDC,ø,VVC,CVVC,0,1,1,1,0,1,2,2,1,101,1101,3,3,1,DC,CDC,?,C,C,C,D,D,1,1,F,2,paenultima
5,4,Klein,tier,ier,ø,N,AN,SS,ø,C,CC,CCD,CCDC,CCDCC,C,LC,CLC,CCLC,DCCLC,ø,CCVVC,CVVC,1,1,1,1,2,1,2,2,2,1111,111,3,3,-1,CCDC,CLC,CC,C,C,C,D,L,1,1,T,2,paenultima
